49, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1894,45, Cuba, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2027,45, Canada, >50K
48, Private, 11th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, Poland, <=50K
38, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Philippines, >50K
43, Local-gov, Masters, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,40, Columbia, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Trinadad&Tobago, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,35, Philippines, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
61, Private, Bachelors, Never-married, Priv-house-serv, Unmarried, Black, Female,9763,0,40, Vietnam, >50K
19, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,15, Ecuador, <=50K
51, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,30, Italy, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, India, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, India, >50K
43, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,50, Cambodia, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Haiti, <=50K
31, Local-gov, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Black, Male,99999,0,70, Hungary, >50K
42, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,60, South, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
71, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Female,10501,0,45, Ireland, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,1063,0,24, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1590,40, Peru, <=50K
54, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Philippines, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
39, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Laos, <=50K
46, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
59, State-gov, Bachelors, Separated, Adm-clerical, Wife, Other, Female,4733,0,25, United-States, >50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Italy, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,65, Haiti, >50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,15, Germany, <=50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Taiwan, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,1220,0,50, Taiwan, <=50K
47, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,50, El-Salvador, <=50K
50, Local-gov, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Scotland, >50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
69, Self-emp-not-inc, HS-grad, Separated, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,44, Hungary, <=50K
45, Private, HS-grad, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,6, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Honduras, <=50K
50, Federal-gov, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Italy, <=50K
35, Private, 10th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Iran, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
20, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, Laos, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, China, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,41, Hungary, >50K
35, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,50, Columbia, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
48, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,3, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
28, Private, Some-college, Divorced, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,1559,0,45, Dominican-Republic, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Yugoslavia, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,45, China, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, England, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, Guatemala, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,60, Poland, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Peru, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,647,0,45, Portugal, >50K
38, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, England, >50K
69, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,2336,0,15, Nicaragua, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,50, Honduras, >50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Guatemala, >50K
33, Private, 10th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,53, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, China, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Laos, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,50, Ecuador, <=50K
32, Private, Masters, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,2, Nicaragua, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, Hungary, <=50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,7298,0,40, Columbia, >50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
29, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,60, Laos, <=50K
20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,2610,0,40, Cuba, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
53, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,80, Germany, <=50K
52, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,73, Haiti, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,15, Japan, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,52, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,52, Japan, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Trinadad&Tobago, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Japan, >50K
32, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
35, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,30, Thailand, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
35, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, Scotland, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
75, Self-emp-not-inc, 7th-8th, Widowed, Protective-serv, Not-in-family, White, Female,0,0,20, Portugal, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,35, Laos, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
66, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, >50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, Germany, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
46, Local-gov, Some-college, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,80, Jamaica, <=50K
44, Private, Masters, Never-married, Prof-specialty, Wife, Black, Female,0,0,37, Japan, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Guatemala, >50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, China, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, Greece, >50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,25, Peru, >50K
51, Private, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Cambodia, <=50K
51, Private, 10th, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Cambodia, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, France, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,52, Portugal, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Yugoslavia, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,24, Ecuador, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, Taiwan, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, Taiwan, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
22, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Female,0,0,35, Hong, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,30, China, >50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,32, France, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Thailand, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Canada, >50K
40, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
63, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
33, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,16, El-Salvador, <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
45, State-gov, Some-college, Widowed, Prof-specialty, Wife, Black, Male,0,0,50, Ireland, >50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, Trinadad&Tobago, <=50K
58, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Other, Male,0,0,45, India, <=50K
50, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
61, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Columbia, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,13740,0,50, Jamaica, >50K
45, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, France, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
69, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Female,3148,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,15024,0,40, United-States, >50K
29, Private, Bachelors, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,47, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,2072,0,40, India, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
32, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, India, <=50K
