45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,7298,0,35, United-States, <=50K
24, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Columbia, <=50K
40, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,1417,40, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Philippines, <=50K
36, Self-emp-not-inc, Masters, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,6122,0,35, United-States, <=50K
25, Private, Prof-school, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, Outlying-US(Guam-USVI-etc), >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,21, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,1586,50, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1670,37, United-States, <=50K
21, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, France, <=50K
35, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
46, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,72, United-States, <=50K
58, Private, Assoc-acdm, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, >50K
60, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Germany, <=50K
54, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,0,15, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Italy, <=50K
45, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,41, United-States, >50K
43, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, Mexico, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
29, Self-emp-inc, Bachelors, Divorced, Craft-repair, Other-relative, White, Female,0,0,50, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Assoc-acdm, Separated, Tech-support, Unmarried, White, Female,2628,0,40, Ireland, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
22, Private, 9th, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, United-States, >50K
23, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,15, United-States, >50K
54, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,24, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Some-college, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, Cuba, >50K
34, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, South, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Germany, <=50K
58, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Canada, <=50K
48, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,36, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
52, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Female,0,0,30, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Germany, <=50K
44, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,83, Greece, >50K
27, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,33, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Wife, Black, Male,0,0,30, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
43, State-gov, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
33, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,37, United-States, <=50K
39, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, Mexico, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,3103,0,41, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,33, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Separated, Other-service, Wife, White, Female,0,0,20, Philippines, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
28, State-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
