48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,48, Cuba, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Haiti, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, India, >50K
42, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, Taiwan, >50K
39, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
68, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,14173,0,40, Ireland, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, South, >50K
62, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5617,0,32, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, Peru, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,35, Ireland, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
61, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Laos, <=50K
46, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, England, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,7298,0,35, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,60, Italy, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,15024,0,65, Honduras, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Cambodia, <=50K
24, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,15, Germany, <=50K
64, Private, 9th, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
19, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,5178,0,50, Thailand, <=50K
47, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Female,0,0,50, El-Salvador, >50K
50, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, South, >50K
29, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Wife, Black, Female,0,0,20, Hungary, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,45, India, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,7, Cuba, <=50K
30, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,70, Honduras, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
34, Private, 11th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,12, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Taiwan, >50K
20, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
50, Private, Doctorate, Divorced, Prof-specialty, Husband, White, Male,0,0,45, India, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
36, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Male,0,0,50, Columbia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Germany, <=50K
46, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Female,0,0,4, Canada, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,70, Dominican-Republic, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,5178,0,50, Dominican-Republic, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,40, Portugal, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
37, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,45, China, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Laos, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, England, <=50K
67, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,20, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1977,60, Portugal, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, Peru, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4833,0,48, Puerto-Rico, >50K
37, Private, 9th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, England, <=50K
66, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,7687,0,30, Outlying-US(Guam-USVI-etc), >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,54, Laos, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Honduras, <=50K
28, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,50, Columbia, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,13463,0,55, Haiti, >50K
33, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Peru, <=50K
29, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Columbia, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
64, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Peru, >50K
38, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,3, Nicaragua, <=50K
20, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,12, Hungary, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,7631,0,40, Cuba, <=50K
45, Private, 9th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, >50K
27, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Jamaica, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,43, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Laos, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,6608,0,40, Cuba, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Guatemala, <=50K
53, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,83, Germany, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,75, Haiti, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,15, Japan, <=50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,53, Columbia, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, Laos, >50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Japan, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, El-Salvador, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Japan, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, Thailand, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, South, <=50K
30, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, Scotland, <=50K
37, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Yugoslavia, <=50K
74, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,20, Portugal, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, France, <=50K
66, Local-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, Germany, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Cambodia, <=50K
46, Local-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Jamaica, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Guatemala, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
73, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,35, Germany, <=50K
47, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, Philippines, <=50K
50, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Guatemala, <=50K
30, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
50, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,48, Taiwan, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,79, Cambodia, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, South, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, France, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, South, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,54, Puerto-Rico, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, El-Salvador, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,0,0,54, Thailand, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Thailand, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, Scotland, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Hong, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,4786,0,32, Columbia, >50K
53, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,33, Germany, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
39, Self-emp-not-inc, Doctorate, Divorced, Other-service, Husband, Black, Female,0,0,40, Germany, <=50K
63, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,42, England, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Wife, White, Female,0,0,16, El-Salvador, <=50K
46, State-gov, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,42, Guatemala, <=50K
45, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,50, Italy, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
58, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,48, India, <=50K
50, Private, 9th, Divorced, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Portugal, <=50K
60, Private, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,48, Hungary, <=50K
31, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,50, Columbia, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,14975,0,50, Japan, >50K
44, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,38, France, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, England, <=50K
68, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,3365,0,40, Peru, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
33, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,48, Scotland, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,5178,0,40, India, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
32, State-gov, 10th, Never-married, Exec-managerial, Husband, White, Male,0,0,45, India, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, France, >50K
59, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Mexico, >50K
60, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Greece, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,48, Guatemala, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Nicaragua, >50K
49, Federal-gov, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,50, Cambodia, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,61, England, >50K
40, Private, Masters, Widowed, Sales, Own-child, White, Female,0,0,40, Peru, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Scotland, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, <=50K
56, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
65, Private, Some-college, Separated, Craft-repair, Husband, White, Female,0,0,35, France, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Germany, <=50K
19, Private, 9th, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Laos, <=50K
