19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,7687,0,50, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48, Peru, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Masters, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
60, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,5013,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, Vietnam, <=50K
22, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,44, Mexico, >50K
38, Private, 1st-4th, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
58, Self-emp-not-inc, HS-grad, Separated, Tech-support, Husband, Black, Male,0,0,42, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Ireland, <=50K
28, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,45, Greece, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
40, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, 5th-6th, Never-married, Other-service, Unmarried, Other, Female,0,0,16, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, El-Salvador, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2134,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,12, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,45, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Portugal, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,45, Cuba, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Iran, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2255,45, France, >50K
23, State-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,38, El-Salvador, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,5013,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, South, <=50K
22, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,84, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Germany, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Thailand, <=50K
21, Private, 11th, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
53, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
31, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, Italy, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Greece, <=50K
22, Private, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
60, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
52, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
56, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Greece, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,7298,0,35, Laos, <=50K
29, Federal-gov, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
76, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7687,0,38, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,32, Yugoslavia, <=50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, Mexico, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,15, Puerto-Rico, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, China, >50K
64, Local-gov, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Ecuador, <=50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Scotland, >50K
49, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,3291,0,50, United-States, <=50K
35, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, Portugal, <=50K
75, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,10, China, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Wife, Other, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Vietnam, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Ecuador, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
28, Private, Doctorate, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, France, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, Peru, <=50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,29, Cuba, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,7407,0,40, South, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, Mexico, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
49, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
25, Local-gov, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, Greece, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
42, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,50, Mexico, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,4650,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,81, United-States, <=50K
50, Local-gov, Bachelors, Separated, Prof-specialty, Wife, White, Male,0,0,54, Iran, >50K
25, Private, 9th, Never-married, Farming-fishing, Other-relative, White, Male,0,0,65, United-States, <=50K
61, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
23, Self-emp-inc, 10th, Never-married, Craft-repair, Own-child, White, Male,0,1599,50, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
71, Self-emp-inc, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,6, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3480,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,3106,0,40, United-States, <=50K
