26, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,10496,0,50, Dominican-Republic, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ireland, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,48, South, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,50, Ireland, <=50K
54, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Italy, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, Cambodia, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
21, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
46, Local-gov, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, Taiwan, >50K
31, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cuba, <=50K
45, Self-emp-inc, Masters, Widowed, Sales, Unmarried, Black, Female,0,0,40, Hong, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, Dominican-Republic, <=50K
32, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, Hungary, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,15, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1995,40, Honduras, <=50K
27, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Italy, <=50K
44, Private, 1st-4th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Taiwan, <=50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Laos, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1740,40, India, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, Honduras, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,13871,0,40, Columbia, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Germany, >50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Canada, >50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, Ecuador, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Dominican-Republic, <=50K
42, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Portugal, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,5119,0,40, Columbia, >50K
41, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,30, China, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, France, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,26, Guatemala, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Poland, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,1724,40, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Puerto-Rico, <=50K
52, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, England, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Poland, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Laos, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,5, Hong, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Columbia, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Haiti, >50K
27, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Peru, <=50K
25, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Columbia, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Peru, <=50K
59, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,38, Nicaragua, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,4129,0,12, India, <=50K
34, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Columbia, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, South, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Own-child, Black, Female,0,0,15, Portugal, >50K
37, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1880,40, Jamaica, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7298,0,50, El-Salvador, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Cuba, >50K
42, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
26, Self-emp-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Germany, <=50K
39, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,26, Haiti, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Japan, <=50K
36, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, <=50K
66, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
41, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, Japan, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
56, Federal-gov, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Haiti, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
55, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, South, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Scotland, <=50K
40, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Puerto-Rico, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, Mexico, <=50K
32, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, England, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Peru, >50K
31, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Female,0,0,45, Germany, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
44, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,48, Cambodia, <=50K
56, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Jamaica, <=50K
42, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,12284,0,50, Japan, >50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Haiti, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, China, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,30, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
41, Private, 10th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,60, Taiwan, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, >50K
68, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, France, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,15024,0,60, Taiwan, >50K
39, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,39, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, El-Salvador, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
57, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Trinadad&Tobago, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, Hungary, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Columbia, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, France, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, Thailand, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, England, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
31, Local-gov, HS-grad, Never-married, Protective-serv, Wife, White, Female,0,0,40, El-Salvador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
25, State-gov, Some-college, Widowed, Other-service, Wife, Black, Female,0,0,10, Italy, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1446,72, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Hungary, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Thailand, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,48, Scotland, >50K
63, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Hungary, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, Japan, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
59, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, England, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,10, Peru, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
29, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, Puerto-Rico, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,45, Iran, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Canada, <=50K
20, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, France, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,43, Poland, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
48, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, Nicaragua, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Cambodia, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,54, England, <=50K
47, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,2092,40, Peru, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, Scotland, <=50K
57, Private, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Ecuador, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, France, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Germany, >50K
63, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Laos, >50K
24, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Laos, <=50K
55, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
