25, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,37, United-States, >50K
28, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,70, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Separated, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Sales, Wife, White, Female,0,0,40, El-Salvador, <=50K
43, Local-gov, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
21, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Widowed, Sales, Wife, White, Female,0,0,80, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,3325,0,40, United-States, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
47, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,99999,0,54, United-States, >50K
49, Private, 1st-4th, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,16, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
50, Self-emp-inc, Prof-school, Widowed, Machine-op-inspct, Husband, White, Male,0,0,8, United-States, >50K
49, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Female,13863,0,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Transport-moving, Other-relative, White, Female,0,0,50, Laos, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
77, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Divorced, Tech-support, Wife, White, Female,0,0,30, United-States, <=50K
55, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,1599,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,46, United-States, >50K
39, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,3421,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2113,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4174,0,88, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,1580,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
21, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
57, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,25, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1474,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,4866,0,50, United-States, >50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,32, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,45, United-States, <=50K
25, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,2276,20, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,48, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, Germany, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
66, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,20, Germany, <=50K
23, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
34, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,50, Columbia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,86, United-States, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, Mexico, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,4568,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,45, Philippines, <=50K
40, Private, Bachelors, Separated, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,60, Ireland, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
32, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,38, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,4892,0,45, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Female,2179,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,12, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
90, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,5178,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
49, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
60, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
34, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2386,60, Peru, >50K
47, State-gov, 10th, Separated, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3392,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,39, United-States, <=50K
