51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,32, Hong, <=50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,2, Mexico, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,1738,39, Canada, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,15, Philippines, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,1976,99, India, >50K
28, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Haiti, <=50K
50, Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,48, India, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Guatemala, >50K
45, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1843,20, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
76, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,65, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Peru, <=50K
62, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,29, Columbia, >50K
30, Private, Masters, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, Japan, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, Iran, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Hungary, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,48, United-States, <=50K
59, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,13888,0,60, Yugoslavia, >50K
61, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Ecuador, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7197,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,5013,0,40, United-States, >50K
72, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
75, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Mexico, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Female,0,0,24, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1896,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, France, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, Guatemala, <=50K
23, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Male,0,0,35, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, Japan, <=50K
25, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
56, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,5013,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,45, United-States, >50K
44, State-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
73, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,29, United-States, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,2585,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4269,0,40, United-States, >50K
46, State-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
67, Self-emp-not-inc, 9th, Widowed, Protective-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,14, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, Philippines, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Japan, <=50K
51, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,15, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3012,0,40, Trinadad&Tobago, >50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,35, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Thailand, <=50K
24, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, China, <=50K
62, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, Cambodia, >50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,50, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Wife, Other, Female,0,0,35, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
40, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1679,50, Iran, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,80, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,71, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,2124,0,40, England, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Poland, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,47, Puerto-Rico, >50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
24, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,43, Thailand, <=50K
35, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,0,0,40, United-States, >50K
67, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,18745,0,72, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,4829,0,20, United-States, <=50K
40, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Greece, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,24, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7044,0,50, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,29, United-States, <=50K
53, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,38, Hong, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, >50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,84, Philippines, <=50K
18, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
