19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Scotland, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,54, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Assoc-voc, Separated, Adm-clerical, Wife, White, Female,5178,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
39, Local-gov, 1st-4th, Never-married, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Mexico, <=50K
59, Self-emp-not-inc, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,43, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
41, Federal-gov, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Local-gov, 11th, Divorced, Other-service, Unmarried, Black, Female,0,0,18, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Jamaica, <=50K
70, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,2254,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,45, Mexico, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, France, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, >50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Vietnam, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2256,45, Hungary, >50K
23, State-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,36, Honduras, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,5178,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,84, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
54, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
32, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Mexico, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
60, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Poland, >50K
53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
58, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Philippines, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male,7687,0,37, United-States, <=50K
30, Federal-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
76, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,32, Vietnam, <=50K
60, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, Masters, Divorced, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
64, Local-gov, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, United-States, >50K
50, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,3937,0,50, United-States, >50K
37, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,10, Cuba, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Canada, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Germany, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Japan, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, England, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,7687,0,42, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
50, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
34, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
26, Local-gov, Bachelors, Separated, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Nicaragua, >50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
43, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,6087,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,84, United-States, <=50K
51, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
26, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K
62, Private, Bachelors, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
23, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Other-relative, White, Male,0,1665,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,6, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3581,0,40, United-States, >50K
