44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Dominican-Republic, >50K
51, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,35, Peru, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, Ireland, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Mexico, <=50K
45, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Unmarried, White, Male,13503,0,45, Mexico, >50K
26, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, England, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, Vietnam, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,65, Honduras, <=50K
32, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany, >50K
59, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
29, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Thailand, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, >50K
25, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Scotland, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,30, Cuba, <=50K
48, Private, HS-grad, Separated, Transport-moving, Own-child, Black, Male,0,0,40, Hungary, <=50K
71, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
47, Private, Prof-school, Widowed, Sales, Not-in-family, White, Female,0,0,40, Hungary, <=50K
37, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Cuba, >50K
57, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Italy, <=50K
28, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,15, Iran, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Taiwan, >50K
19, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,25, Laos, <=50K
62, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, India, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Haiti, >50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Germany, <=50K
21, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, Canada, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, El-Salvador, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,37, Dominican-Republic, <=50K
50, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Portugal, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, Yugoslavia, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, Columbia, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1876,40, China, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, >50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,36, Poland, <=50K
46, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Philippines, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1718,40, England, >50K
52, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Philippines, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Laos, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,4393,0,40, Haiti, <=50K
26, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, Peru, <=50K
23, State-gov, Some-college, Never-married, Farming-fishing, Own-child, Other, Male,0,0,30, Columbia, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Mexico, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Peru, <=50K
46, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Ecuador, <=50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, India, >50K
30, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Cuba, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, Jamaica, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, Mexico, <=50K
50, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Cuba, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, Greece, >50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,54, Haiti, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, Japan, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,44, Laos, <=50K
59, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,7298,0,40, United-States, >50K
42, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Black, Male,7298,0,50, Japan, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,35, El-Salvador, >50K
17, Federal-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, Laos, <=50K
51, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,35, Haiti, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, India, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, Taiwan, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
53, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Portugal, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1902,50, India, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,1582,40, England, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Germany, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,69, Cambodia, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, El-Salvador, <=50K
46, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Wife, White, Male,0,3681,40, Laos, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Laos, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
68, Private, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3125,0,81, Greece, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,2841,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
66, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
57, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,60, Cambodia, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
35, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, France, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,60, South, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,30, Puerto-Rico, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, China, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, >50K
50, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,3325,0,45, Trinadad&Tobago, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, China, >50K
50, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,1887,36, Germany, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, Canada, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2821,0,45, Germany, >50K
50, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, England, <=50K
40, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,60, Greece, <=50K
69, State-gov, HS-grad, Widowed, Prof-specialty, Other-relative, White, Male,0,0,35, Italy, >50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,2151,0,40, India, <=50K
36, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, Thailand, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Portugal, >50K
67, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hungary, <=50K
36, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, Columbia, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,99, Japan, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1848,54, France, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, Ireland, >50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,15, Jamaica, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, France, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
75, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, Dominican-Republic, >50K
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
49, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, India, <=50K
40, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,762,0,40, Canada, <=50K
54, State-gov, 11th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,35, India, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,30, France, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Mexico, >50K
73, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,36, Poland, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, Greece, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, >50K
46, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Nicaragua, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cambodia, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
26, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, Peru, <=50K
35, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Honduras, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,35, Ecuador, <=50K
65, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
43, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
42, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,25, France, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Laos, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, <=50K
26, Private, Some-college, Widowed, Machine-op-inspct, Own-child, White, Male,0,0,54, Cambodia, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, Taiwan, >50K
35, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,65, Portugal, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,2014,52, Philippines, >50K
