47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Doctorate, Never-married, Craft-repair, Wife, Black, Female,7687,0,35, United-States, <=50K
25, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ecuador, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Local-gov, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,5316,0,35, United-States, <=50K
26, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1804,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
21, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1566,50, United-States, >50K
40, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,0,0,44, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,1848,37, United-States, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,53, Jamaica, <=50K
37, Private, Preschool, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,75, United-States, <=50K
60, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
62, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Iran, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,37, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
45, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,15, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, Mexico, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States, >50K
44, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
48, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,54, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,3325,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
24, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,16, United-States, <=50K
56, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
59, State-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
49, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
35, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
45, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,50, Iran, <=50K
35, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
22, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Columbia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,37, United-States, <=50K
53, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,32, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, Italy, <=50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,68, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, Other, Female,0,0,40, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,84, Mexico, >50K
28, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Wife, Black, Male,0,0,30, United-States, <=50K
54, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Doctorate, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
35, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,39, United-States, <=50K
41, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,48, United-States, >50K
46, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,3056,0,42, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Separated, Prof-specialty, Wife, White, Female,0,0,23, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
29, State-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
