21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,24, Mexico, <=50K
66, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,10520,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
21, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Tech-support, Husband, Black, Male,0,0,45, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Germany, >50K
39, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, 11th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
64, Self-emp-not-inc, Masters, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,4650,0,40, Portugal, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, <=50K
26, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, Nicaragua, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,21, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
34, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Thailand, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,1929,35, United-States, <=50K
44, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,45, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,2643,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
45, Self-emp-inc, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
54, Local-gov, 9th, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
52, Federal-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,45, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,72, United-States, <=50K
18, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Vietnam, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Greece, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,30, United-States, <=50K
83, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,2, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5050,0,40, Iran, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,4218,0,40, France, <=50K
52, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3521,0,45, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,65, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, >50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1709,40, United-States, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, Jamaica, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,2033,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,2665,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, State-gov, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
53, State-gov, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
35, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,1876,6, United-States, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,89, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,7, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,32, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,6023,0,40, United-States, >50K
42, Private, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
69, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Jamaica, <=50K
47, State-gov, 12th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,35, United-States, <=50K
44, Private, Doctorate, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
