48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, Ecuador, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,44, South, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,6, Philippines, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Ireland, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, >50K
74, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,7, Mexico, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Laos, <=50K
47, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, >50K
22, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, Vietnam, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Italy, <=50K
65, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, Holand-Netherlands, <=50K
47, Local-gov, Bachelors, Separated, Sales, Wife, Black, Female,0,0,40, Cambodia, >50K
32, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, Greece, <=50K
60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, Thailand, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, El-Salvador, >50K
39, Local-gov, 10th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, South, <=50K
44, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Cuba, <=50K
28, Self-emp-not-inc, Masters, Separated, Sales, Wife, Asian-Pac-Islander, Male,0,0,46, Hungary, >50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,27020,0,8, Ecuador, >50K
44, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,45, Hungary, <=50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4390,0,30, Cuba, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Honduras, <=50K
53, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Italy, <=50K
60, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
50, Private, Doctorate, Divorced, Other-service, Unmarried, White, Female,0,0,60, Taiwan, <=50K
27, Private, Masters, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Laos, <=50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4650,0,40, Hungary, <=50K
35, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Holand-Netherlands, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Germany, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, El-Salvador, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,60, Portugal, <=50K
50, Federal-gov, Masters, Never-married, Exec-managerial, Wife, White, Female,7298,0,40, Yugoslavia, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Columbia, >50K
62, Self-emp-not-inc, Some-college, Widowed, Sales, Wife, White, Female,0,0,40, China, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Japan, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,2513,60, France, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, Guatemala, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Poland, >50K
25, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Peru, >50K
31, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,14, Portugal, <=50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Male,0,0,40, England, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, Nicaragua, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
39, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,1902,40, Japan, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, Holand-Netherlands, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Columbia, <=50K
45, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Haiti, <=50K
28, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
36, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Columbia, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Laos, <=50K
63, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Nicaragua, <=50K
58, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Hungary, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Cuba, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,30, Haiti, <=50K
76, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Scotland, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Portugal, >50K
35, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Italy, <=50K
70, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,19, Laos, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, Laos, <=50K
36, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, El-Salvador, >50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,12, Cuba, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
37, State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
55, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, Japan, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, El-Salvador, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
38, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Thailand, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Haiti, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,54, India, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, South, <=50K
39, State-gov, Masters, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, Scotland, <=50K
20, Private, Bachelors, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, Yugoslavia, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Puerto-Rico, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,20, Hungary, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, France, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,11, Philippines, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,50, Germany, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Cambodia, <=50K
47, Local-gov, Some-college, Widowed, Exec-managerial, Wife, White, Male,0,0,8, El-Salvador, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, Japan, <=50K
64, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,24, Haiti, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, China, <=50K
39, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,1887,40, Greece, <=50K
52, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Guatemala, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
28, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, Cambodia, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1977,35, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Germany, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, South, <=50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, China, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, El-Salvador, >50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Taiwan, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,1977,40, Germany, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Canada, >50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,20, Greece, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,38, France, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
25, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, England, <=50K
27, State-gov, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Guatemala, <=50K
46, State-gov, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,45, Ireland, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Hungary, <=50K
82, Private, 11th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Thailand, <=50K
31, Private, Masters, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Poland, <=50K
47, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,37, Nicaragua, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,86, Hong, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Columbia, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
64, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Ireland, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
36, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,50, Dominican-Republic, <=50K
54, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, Puerto-Rico, >50K
71, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,6, India, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,14082,0,40, Canada, <=50K
57, State-gov, 10th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,35, India, <=50K
43, Private, Masters, Divorced, Craft-repair, Wife, White, Male,0,2410,40, Germany, <=50K
24, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, Mexico, >50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, Poland, <=50K
39, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Greece, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Haiti, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2192,50, Outlying-US(Guam-USVI-etc), >50K
20, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Cambodia, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,3874,0,40, England, <=50K
75, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,20, Peru, <=50K
46, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,38, Scotland, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Holand-Netherlands, <=50K
71, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Ecuador, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,83, France, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,45, Laos, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Mexico, <=50K
36, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Cambodia, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
