29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
63, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3453,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7113,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,0,0,80, United-States, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
58, State-gov, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private, Masters, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, United-States, >50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4191,0,40, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,18, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, Thailand, <=50K
44, Private, Prof-school, Never-married, Sales, Husband, White, Male,0,0,44, United-States, >50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5946,0,38, Peru, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
19, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
61, Self-emp-not-inc, Some-college, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Female,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
52, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, Nicaragua, <=50K
28, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Vietnam, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Germany, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,76, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,17339,0,50, United-States, >50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Mexico, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
68, Private, Masters, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,38, Jamaica, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,25, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,3451,0,60, Iran, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2003,60, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Separated, Tech-support, Not-in-family, White, Male,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Wife, White, Female,15024,0,35, United-States, >50K
48, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Scotland, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-inc, Prof-school, Divorced, Machine-op-inspct, Not-in-family, White, Male,2497,0,55, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
32, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,2071,0,40, Yugoslavia, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,74, United-States, >50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
54, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,20, France, <=50K
63, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,70, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
56, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
42, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Canada, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3103,0,60, United-States, >50K
29, Private, Masters, Never-married, Exec-managerial, Wife, White, Female,0,0,48, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
23, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,15, Guatemala, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,8847,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,0,0,36, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,46, Jamaica, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,7298,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,38, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, El-Salvador, >50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K
41, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov, Bachelors, Widowed, Prof-specialty, Wife, White, Male,0,0,8, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
32, Local-gov, Masters, Separated, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
49, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
34, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Laos, >50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,6, United-States, <=50K
38, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,1902,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
