39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
30, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Laos, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
65, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
27, Private, Assoc-voc, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,25, China, <=50K
43, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,45, Poland, <=50K
38, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-spouse-absent, Handlers-cleaners, Own-child, White, Female,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,40, Japan, <=50K
49, Local-gov, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
31, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
19, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
20, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
64, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, >50K
43, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Peru, <=50K
39, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,18, Columbia, <=50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, Hungary, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,50, United-States, <=50K
74, Federal-gov, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,9, Yugoslavia, <=50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,2472,0,40, England, <=50K
25, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, Nicaragua, >50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, Thailand, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
27, Private, 9th, Divorced, Sales, Not-in-family, White, Male,0,1590,45, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Germany, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, France, >50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Widowed, Priv-house-serv, Own-child, White, Female,0,0,25, Ireland, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, Guatemala, >50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
22, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Italy, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2004,28, Trinadad&Tobago, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,20, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,40, Germany, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1733,40, United-States, >50K
58, State-gov, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,38, Italy, <=50K
52, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,20, Philippines, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Canada, <=50K
53, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,9, Trinadad&Tobago, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, El-Salvador, <=50K
53, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Portugal, <=50K
59, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, South, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, China, <=50K
33, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Cambodia, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,36, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Poland, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Ecuador, >50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
59, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Adm-clerical, Wife, Black, Female,0,0,45, England, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,8, Cuba, <=50K
22, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, Philippines, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,3350,0,40, Japan, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Japan, >50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
19, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
30, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Transport-moving, Other-relative, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,1679,16, Germany, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Poland, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,45, Mexico, <=50K
32, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Separated, Other-service, Unmarried, Other, Male,0,0,40, Hong, <=50K
62, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,48, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Columbia, <=50K
23, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Philippines, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,578,0,20, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, South, >50K
