19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
41, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,30, Poland, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Philippines, <=50K
43, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Columbia, <=50K
30, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Philippines, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,37, Scotland, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,15024,0,50, Vietnam, >50K
46, Private, HS-grad, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Jamaica, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, Iran, >50K
47, Self-emp-inc, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, India, >50K
28, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Cambodia, >50K
60, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,10, Honduras, <=50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
57, Self-emp-not-inc, Some-college, Widowed, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
46, Federal-gov, 9th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Hungary, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, Ireland, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7686,0,50, South, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Nicaragua, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,7687,0,50, Poland, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Laos, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, El-Salvador, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, >50K
53, Local-gov, Masters, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Ireland, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Germany, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,4807,0,32, Thailand, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,16, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,45, El-Salvador, <=50K
39, Local-gov, 7th-8th, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, Scotland, <=50K
46, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
58, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,42, Hong, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Separated, Protective-serv, Husband, Black, Male,0,0,40, Hungary, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7298,0,45, Cuba, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,10, Honduras, <=50K
40, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Italy, <=50K
47, Private, 12th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,16, India, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, South, >50K
43, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, China, <=50K
69, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,2095,40, Hungary, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,12, Haiti, <=50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,45, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Canada, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, El-Salvador, <=50K
46, Private, Some-college, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Dominican-Republic, >50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,2249,45, Columbia, >50K
23, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, Other, Female,0,0,38, China, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,5013,0,40, Japan, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Female,0,0,20, England, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Guatemala, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,83, Peru, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, Portugal, >50K
24, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Other, Male,0,0,30, England, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Nicaragua, <=50K
54, Private, Some-college, Separated, Craft-repair, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Japan, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Honduras, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Haiti, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, >50K
53, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,35, Laos, >50K
31, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Male,0,0,18, Ecuador, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
51, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
24, Private, Prof-school, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Italy, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, Mexico, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
59, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Greece, >50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Germany, >50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, Columbia, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Trinadad&Tobago, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Japan, >50K
35, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, Other, Female,7596,0,37, El-Salvador, <=50K
29, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
75, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, Portugal, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Haiti, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Scotland, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,25, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,33, Yugoslavia, <=50K
60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Portugal, >50K
28, Private, HS-grad, Never-married, Sales, Other-relative, Other, Male,0,0,20, Laos, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,15, Germany, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Male,0,0,45, Mexico, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
64, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,45, El-Salvador, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Japan, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, Guatemala, >50K
47, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,54, Greece, >50K
48, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,3291,0,50, Philippines, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, Greece, <=50K
75, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,10, Cambodia, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,38, South, <=50K
36, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Scotland, >50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,60, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
45, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, China, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Ecuador, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Hong, <=50K
56, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,45, Germany, <=50K
38, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,30, Canada, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7687,0,42, Germany, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Greece, <=50K
21, State-gov, Some-college, Separated, Other-service, Wife, Black, Male,0,0,30, Italy, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, >50K
49, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,20, Hungary, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
33, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
25, Local-gov, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, Nicaragua, >50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Columbia, >50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, France, <=50K
42, Private, Bachelors, Never-married, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,45, Ireland, >50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, Jamaica, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, England, <=50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Black, Female,5013,0,50, Peru, <=50K
54, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,84, United-States, <=50K
50, Private, Bachelors, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,54, Dominican-Republic, >50K
26, Private, 12th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,65, Puerto-Rico, <=50K
61, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,30, Hungary, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
23, Self-emp-not-inc, 11th, Never-married, Craft-repair, Not-in-family, Other, Male,0,1615,50, India, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, France, <=50K
