49, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,45, United-States, >50K
46, State-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Female,4772,0,25, United-States, >50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States, >50K
53, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Haiti, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,2412,0,50, United-States, <=50K
47, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Local-gov, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Separated, Priv-house-serv, Not-in-family, White, Female,0,0,6, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, 11th, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,12, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, India, <=50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
35, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Scotland, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,3, Jamaica, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,2519,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
57, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,60, United-States, >50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2493,0,45, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
69, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,3103,0,15, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
33, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Mexico, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,2, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,3407,0,40, United-States, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,74, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,53, South, <=50K
46, Private, Doctorate, Married-civ-spouse, Priv-house-serv, Husband, White, Male,99999,0,54, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, <=50K
75, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
65, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Germany, <=50K
46, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
43, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,37, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Portugal, <=50K
69, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
47, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,25, United-States, >50K
51, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
50, Private, 10th, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,46, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,77, Columbia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Japan, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
37, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,2601,0,30, United-States, <=50K
53, Private, Bachelors, Widowed, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
39, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,17, United-States, <=50K
46, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, State-gov, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
58, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
50, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,13650,0,50, United-States, >50K
44, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,3189,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,2410,0,40, United-States, <=50K
50, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Japan, <=50K
32, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
