59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,37, Germany, <=50K
60, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,10727,0,40, Portugal, <=50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,40, Jamaica, <=50K
55, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Scotland, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Portugal, <=50K
31, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Prof-school, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,36, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Portugal, <=50K
42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Germany, >50K
18, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,2174,0,20, Japan, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Poland, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,14373,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, Black, Female,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,36, Canada, >50K
24, Private, Assoc-acdm, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,7687,0,35, United-States, >50K
33, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,1568,30, Germany, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, 12th, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Peru, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Yugoslavia, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Greece, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,7298,0,50, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,46, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Wife, Other, Female,0,0,40, China, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Own-child, Black, Female,0,0,14, United-States, <=50K
32, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, Greece, >50K
89, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, India, >50K
23, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, Portugal, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Canada, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
49, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1437,40, Puerto-Rico, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, China, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Guatemala, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Iran, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
70, Private, Some-college, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,81, India, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,70, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1534,10, China, <=50K
43, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,35, Haiti, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,1902,45, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,88, United-States, >50K
43, Without-pay, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, Jamaica, >50K
49, Private, Masters, Divorced, Farming-fishing, Unmarried, White, Male,0,0,16, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Jamaica, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Germany, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Private, 10th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Italy, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,10, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
70, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,37, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,52, United-States, <=50K
36, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Columbia, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
71, Private, 5th-6th, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
76, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,8, Nicaragua, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Scotland, >50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, China, <=50K
34, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
58, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,50, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,1902,40, Poland, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Honduras, >50K
28, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, England, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
43, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,7687,0,48, Mexico, >50K
17, Private, 9th, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
52, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
44, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, Peru, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, Ireland, <=50K
45, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,38, United-States, <=50K
50, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,4903,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, Ireland, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, India, >50K
60, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
49, Private, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
25, Private, Bachelors, Divorced, Tech-support, Wife, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,5, Vietnam, <=50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, China, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Vietnam, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,2819,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,38, United-States, >50K
34, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Nicaragua, <=50K
47, State-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, Taiwan, <=50K
