33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,65, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
55, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,35, United-States, <=50K
32, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Mexico, <=50K
29, Self-emp-not-inc, HS-grad, Separated, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, South, <=50K
28, Private, Prof-school, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,1553,40, Philippines, <=50K
55, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
71, Self-emp-inc, Doctorate, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,25, United-States, >50K
34, Self-emp-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Iran, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
68, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,30, Italy, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, England, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,23088,0,45, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Federal-gov, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,30, Vietnam, <=50K
36, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
60, Self-emp-not-inc, Preschool, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Holand-Netherlands, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,12, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,36, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States, >50K
19, Private, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
71, Private, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
70, State-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,6, Mexico, <=50K
17, Self-emp-not-inc, 12th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
29, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Jamaica, <=50K
68, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Prof-school, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,36, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4650,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Black, Male,0,0,24, Mexico, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Mexico, <=50K
52, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
62, Local-gov, 1st-4th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,23, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1555,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
58, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
50, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,53, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, Honduras, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
24, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, China, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3042,0,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,18, Haiti, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,2174,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,38, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
90, Self-emp-not-inc, Bachelors, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, Ireland, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
59, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
21, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
28, State-gov, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
54, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Separated, Farming-fishing, Unmarried, Black, Female,0,1560,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,2001,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Portugal, >50K
54, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
28, State-gov, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
