27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
66, Local-gov, Masters, Separated, Craft-repair, Not-in-family, White, Male,2188,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,3103,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, >50K
39, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, >50K
37, Private, Masters, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
49, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Poland, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,47, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,45, Vietnam, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Laos, <=50K
21, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Haiti, <=50K
53, Self-emp-not-inc, Masters, Widowed, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, India, <=50K
30, Private, Prof-school, Separated, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
47, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
45, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
29, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,45, France, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Philippines, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Columbia, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Hong, >50K
21, Private, Bachelors, Never-married, Transport-moving, Own-child, Other, Female,0,0,26, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
43, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, England, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,38, Dominican-Republic, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, Outlying-US(Guam-USVI-etc), >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, South, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,59, United-States, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
23, Private, 5th-6th, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, Germany, >50K
75, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,3325,0,40, France, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Female,0,0,68, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,9205,0,40, United-States, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,99999,0,40, Germany, >50K
45, Private, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
32, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Greece, <=50K
44, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, South, <=50K
44, Local-gov, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,18, Ireland, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,38, Poland, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, 9th, Separated, Tech-support, Unmarried, White, Female,0,0,35, France, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
60, Local-gov, 12th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Japan, >50K
58, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,3218,0,50, United-States, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, Trinadad&Tobago, >50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Female,0,0,24, Yugoslavia, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,3325,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,82, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1796,40, Nicaragua, <=50K
60, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Poland, <=50K
29, Private, Some-college, Married-spouse-absent, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,38, China, <=50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Jamaica, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,99, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, >50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Ecuador, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,96, Scotland, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
47, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,56, China, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,1887,25, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Cambodia, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,3103,0,35, United-States, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Male,2902,0,40, Philippines, <=50K
53, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Ecuador, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Italy, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,37, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Philippines, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,1781,20, Cuba, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1877,80, Poland, >50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, Japan, <=50K
30, Local-gov, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, Japan, <=50K
31, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, South, <=50K
62, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,1887,40, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
61, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Nicaragua, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Mexico, <=50K
56, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, Hungary, <=50K
50, Private, 1st-4th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
58, State-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1848,55, United-States, <=50K
