21, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
65, Private, Doctorate, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,7298,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,44, Peru, <=50K
59, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,7687,0,35, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Other-service, Wife, White, Female,4260,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
68, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Hungary, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5852,0,40, Ireland, >50K
19, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, Haiti, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,54, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, United-States, >50K
56, Self-emp-inc, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, England, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,25, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, Greece, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,35, Thailand, >50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Other, Female,0,0,20, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Laos, >50K
58, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Iran, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
62, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Female,2376,0,30, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Germany, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, Ecuador, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,54, South, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,14134,0,25, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
76, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,2331,54, Philippines, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Wife, White, Male,0,1776,40, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,3441,0,40, United-States, <=50K
24, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2241,50, United-States, >50K
45, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
42, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Germany, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2451,40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
19, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,65, United-States, <=50K
69, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,2240,24, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
51, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
23, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,1, Mexico, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Husband, White, Male,0,0,45, Guatemala, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
23, State-gov, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,15, Mexico, <=50K
36, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,75, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Wife, White, Male,5138,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Yugoslavia, >50K
56, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,2174,0,35, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, China, <=50K
35, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Nicaragua, <=50K
36, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,94, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,16, United-States, <=50K
42, Local-gov, Prof-school, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
45, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1852,60, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, >50K
27, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Cambodia, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,36, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,2527,54, Thailand, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,5178,0,70, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,20468,0,40, Laos, >50K
56, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,45, Germany, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1902,54, Philippines, >50K
53, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, Laos, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, >50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
74, State-gov, Masters, Widowed, Prof-specialty, Wife, White, Male,0,0,10, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
25, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Self-emp-not-inc, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Greece, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
41, Private, Doctorate, Separated, Prof-specialty, Unmarried, White, Female,0,0,20, Italy, <=50K
40, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6650,0,40, United-States, >50K
53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
34, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Thailand, >50K
