19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
58, Self-emp-not-inc, Masters, Widowed, Farming-fishing, Own-child, White, Female,0,0,40, Philippines, <=50K
46, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Taiwan, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Greece, >50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,7463,0,50, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,37, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,50, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,46, India, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Private, Prof-school, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Japan, <=50K
38, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,5278,0,30, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, Vietnam, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hungary, >50K
39, Local-gov, 5th-6th, Divorced, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
47, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, France, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, >50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
29, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, South, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,44, England, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,10, Portugal, <=50K
41, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Private, 12th, Divorced, Other-service, Unmarried, Other, Female,0,0,15, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
71, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2142,40, Thailand, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,12, Poland, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,45, El-Salvador, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Japan, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,45, China, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Hong, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
26, Private, Some-college, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2247,45, El-Salvador, >50K
23, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, Cuba, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,4502,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Ireland, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,30, India, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, El-Salvador, <=50K
33, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,15, Honduras, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
52, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Own-child, Other, Female,0,0,40, England, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
58, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Laos, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Philippines, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, England, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,6565,0,30, Hong, <=50K
30, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
78, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,35, Philippines, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
23, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Yugoslavia, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,25, Ireland, <=50K
42, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,15, Japan, <=50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Canada, <=50K
65, Local-gov, Masters, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, Hong, <=50K
59, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
48, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,54, Japan, >50K
49, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,3575,0,50, United-States, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, Nicaragua, <=50K
76, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,10, Canada, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
37, Private, Some-college, Never-married, Protective-serv, Wife, White, Female,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-spouse-absent, Exec-managerial, Wife, Black, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, <=50K
46, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Cuba, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Hong, <=50K
35, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Ecuador, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, Jamaica, <=50K
38, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, Columbia, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,7687,0,40, Japan, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Iran, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Hong, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, India, <=50K
31, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
21, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
49, Local-gov, HS-grad, Widowed, Prof-specialty, Own-child, White, Female,0,0,20, Thailand, <=50K
28, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
41, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, El-Salvador, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,50, United-States, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Italy, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Iran, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,4258,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
51, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,51, Greece, >50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
63, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,30, Trinadad&Tobago, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, China, <=50K
24, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,1663,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Italy, >50K
72, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,5, United-States, <=50K
