56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
38, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,80, Poland, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Taiwan, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
63, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Husband, Other, Female,0,0,60, Guatemala, <=50K
40, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,38, United-States, >50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
52, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, India, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1601,60, Canada, >50K
22, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, Japan, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,36, Vietnam, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Hungary, <=50K
32, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
59, Private, 9th, Divorced, Tech-support, Not-in-family, White, Female,0,0,38, France, <=50K
28, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,20, South, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Guatemala, <=50K
32, Private, Masters, Separated, Sales, Husband, White, Male,0,0,40, Thailand, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, France, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Portugal, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,7687,0,40, United-States, >50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
74, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,15, Taiwan, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
43, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Male,4084,0,40, El-Salvador, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Japan, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, China, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,16, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Yugoslavia, <=50K
39, Private, 9th, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,44, Cuba, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Ireland, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, India, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
69, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
67, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,20, El-Salvador, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, Peru, <=50K
19, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,2248,0,40, Ecuador, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Female,0,0,40, Hong, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Thailand, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, England, <=50K
36, Private, 9th, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
90, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,7298,0,60, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,1, Hong, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Mexico, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Laos, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Peru, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2420,50, United-States, >50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1740,70, United-States, <=50K
61, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Hong, <=50K
50, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,99999,0,35, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
20, Private, 12th, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
35, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,41, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,3012,0,50, Trinadad&Tobago, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Laos, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Canada, <=50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Hungary, <=50K
57, Self-emp-inc, Masters, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Cuba, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Laos, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States, >50K
58, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Canada, <=50K
32, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Italy, <=50K
57, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Hong, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Male,4436,0,40, Ecuador, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Columbia, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, Japan, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Iran, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
48, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Hungary, <=50K
36, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, Mexico, <=50K
27, State-gov, HS-grad, Separated, Prof-specialty, Wife, White, Male,3898,0,35, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Black, Male,0,0,65, United-States, >50K
37, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,3328,0,45, United-States, >50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,41, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,70, Ireland, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Guatemala, >50K
63, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,1848,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, China, <=50K
25, State-gov, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, Some-college, Divorced, Exec-managerial, Wife, White, Male,25974,0,50, Jamaica, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
69, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,36, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Laos, >50K
