58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,14083,0,40, Haiti, <=50K
39, Private, 11th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
46, Local-gov, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, Germany, >50K
54, Private, Masters, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Ecuador, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Haiti, >50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,36, France, <=50K
36, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,45, Honduras, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,3124,0,20, Greece, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Haiti, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,14083,0,45, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
27, State-gov, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,70, Outlying-US(Guam-USVI-etc), >50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Columbia, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Poland, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, >50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Iran, >50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,36, Cambodia, <=50K
23, Private, 9th, Divorced, Other-service, Wife, Black, Male,0,0,40, Italy, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,15024,0,26, Jamaica, >50K
32, Private, Some-college, Separated, Adm-clerical, Other-relative, White, Male,0,0,40, Germany, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, South, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,1887,35, Dominican-Republic, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
47, Private, 11th, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Italy, <=50K
19, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, China, >50K
26, Private, Masters, Never-married, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Husband, White, Female,7443,0,45, Taiwan, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ireland, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Canada, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
68, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,12, Nicaragua, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Portugal, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,65, Dominican-Republic, >50K
89, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, England, >50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Jamaica, <=50K
42, Private, Some-college, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,40, Cuba, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Nicaragua, <=50K
50, Federal-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Columbia, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, India, >50K
39, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,15024,0,60, Mexico, >50K
48, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Portugal, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Hong, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, Iran, <=50K
35, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Ireland, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,35, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Dominican-Republic, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, England, <=50K
47, Private, Masters, Divorced, Craft-repair, Husband, Black, Male,7298,0,40, Peru, >50K
69, Private, Some-college, Widowed, Farming-fishing, Husband, White, Male,0,0,45, Portugal, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,86, England, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Greece, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1796,8, Cambodia, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,35, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,1902,45, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,85, Japan, >50K
42, Without-pay, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Greece, <=50K
37, Federal-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,1902,50, Greece, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,16, South, <=50K
63, Private, Some-college, Widowed, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Thailand, <=50K
28, Private, 11th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Germany, <=50K
28, Private, 7th-8th, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Hong, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
40, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
31, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Japan, >50K
32, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Canada, >50K
61, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
30, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, France, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
59, Self-emp-inc, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
53, Self-emp-not-inc, Bachelors, Separated, Other-service, Husband, White, Female,0,0,40, Hungary, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Scotland, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,43, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,10, Ireland, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Nicaragua, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,35, South, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,35, Scotland, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,52, Philippines, >50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
60, Local-gov, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
72, Private, 5th-6th, Separated, Tech-support, Husband, White, Male,0,0,40, Poland, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, Trinadad&Tobago, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Ireland, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Japan, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Jamaica, <=50K
74, Self-emp-not-inc, 7th-8th, Widowed, Priv-house-serv, Husband, White, Female,0,0,7, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Poland, <=50K
46, Private, Masters, Separated, Sales, Husband, White, Male,14400,0,40, Honduras, >50K
31, Local-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
32, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Mexico, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,1902,40, Hong, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, El-Salvador, >50K
27, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, France, <=50K
67, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,16, Italy, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,10854,0,45, Greece, >50K
17, Private, 9th, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
42, Federal-gov, Bachelors, Married-spouse-absent, Handlers-cleaners, Husband, White, Female,0,0,25, Guatemala, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, France, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, Puerto-Rico, >50K
49, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, China, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,4284,0,40, Vietnam, <=50K
22, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, Nicaragua, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, France, <=50K
45, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Male,0,0,43, Thailand, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, South, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, England, >50K
59, Private, 7th-8th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Italy, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, >50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,36, Scotland, <=50K
24, Private, Assoc-voc, Never-married, Transport-moving, Wife, White, Male,0,0,30, Peru, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, Vietnam, <=50K
25, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,20, Cambodia, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Yugoslavia, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Iran, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, India, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,5243,0,40, Scotland, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,38, Taiwan, <=50K
33, Federal-gov, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Guatemala, <=50K
47, State-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Hong, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,43, Germany, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Cuba, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Japan, <=50K
28, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
30, State-gov, Prof-school, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, Honduras, >50K
49, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,45, Italy, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Greece, >50K
48, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, India, <=50K
24, Local-gov, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, South, <=50K
34, Private, Assoc-voc, Divorced, Other-service, Wife, Black, Female,0,0,40, India, <=50K
