63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
65, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,25, United-States, <=50K
48, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
58, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
74, State-gov, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,8, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, >50K
40, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
46, Local-gov, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Masters, Separated, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1897,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Iran, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,38, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,16, Mexico, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
54, Private, 9th, Divorced, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1902,54, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,50, United-States, >50K
17, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,37, Taiwan, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
27, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
44, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,2626,0,40, United-States, >50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
33, Private, Doctorate, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,98, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,95, United-States, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, 12th, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,3103,0,40, Vietnam, <=50K
19, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,80, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Local-gov, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,15024,0,40, England, <=50K
39, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,78, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Germany, <=50K
23, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,60, Columbia, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,48, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,8997,0,40, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Other, Female,0,0,40, Mexico, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, Portugal, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,46, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
45, State-gov, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,75, United-States, >50K
43, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1902,70, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
42, Private, 12th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
55, Private, 9th, Married-spouse-absent, Other-service, Husband, White, Male,0,0,12, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,34, Germany, <=50K
