62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
50, Federal-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
21, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,30, Greece, <=50K
55, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Hungary, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,99999,0,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, <=50K
52, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
38, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,45, Jamaica, <=50K
42, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Vietnam, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
41, Private, 1st-4th, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, South, >50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, >50K
34, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,65, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, England, >50K
57, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,35, Poland, <=50K
23, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 12th, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,45, United-States, >50K
25, Private, Prof-school, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Dominican-Republic, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
70, Self-emp-not-inc, Some-college, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,10, Peru, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, Ecuador, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Jamaica, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, China, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,37, Greece, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,50, United-States, >50K
22, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Ecuador, >50K
27, Private, Some-college, Never-married, Sales, Wife, White, Female,715,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1671,8, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Iran, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, Mexico, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
22, Private, 1st-4th, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Hungary, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Preschool, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Portugal, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7474,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Ecuador, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,30, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,50, England, >50K
26, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
52, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,35, England, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Jamaica, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,50, United-States, <=50K
22, Private, 1st-4th, Never-married, Sales, Own-child, White, Male,0,0,35, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Honduras, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
45, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,4871,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, Yugoslavia, <=50K
44, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
68, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,2174,0,25, Taiwan, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,15024,0,30, Jamaica, >50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Canada, <=50K
39, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, Honduras, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, Cuba, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,60, Japan, <=50K
41, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, Canada, >50K
57, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, United-States, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,7, Cambodia, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, Ireland, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,42, Vietnam, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Haiti, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,50, Ecuador, >50K
34, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,36, Italy, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, China, >50K
31, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, India, <=50K
51, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Hong, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
18, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,12, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,21, Taiwan, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,33338,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,25, Puerto-Rico, <=50K
49, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,35, El-Salvador, <=50K
41, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,99999,0,60, United-States, >50K
25, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,3461,0,40, Ireland, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Iran, >50K
39, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,3399,0,32, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Separated, Other-service, Unmarried, Other, Male,0,0,60, Greece, <=50K
42, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, China, <=50K
30, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, >50K
50, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,10496,0,40, United-States, >50K
79, Private, 9th, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
