47, Private, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Hungary, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,38, Taiwan, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Dominican-Republic, >50K
28, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, Ireland, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, South, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,45, Ireland, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,7298,0,38, Mexico, <=50K
25, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
23, State-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, England, <=50K
24, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,25, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
53, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Cuba, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Hungary, >50K
31, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,7298,0,35, Dominican-Republic, >50K
26, Private, Some-college, Separated, Tech-support, Husband, White, Male,0,0,40, India, <=50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, Cuba, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Jamaica, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Iran, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
43, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
62, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1485,50, Honduras, >50K
40, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,44, Columbia, <=50K
36, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1721,37, Germany, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,54, Canada, <=50K
37, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, El-Salvador, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, Portugal, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,75, Yugoslavia, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, Columbia, >50K
61, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Wife, Black, Female,0,0,40, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
59, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,60, England, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,38, Guatemala, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, Peru, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, England, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Poland, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Japan, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Honduras, <=50K
39, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, Columbia, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Haiti, >50K
44, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Peru, <=50K
48, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, Peru, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Nicaragua, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cuba, <=50K
32, Private, 9th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Portugal, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, Jamaica, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Mexico, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,30, Mexico, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Guatemala, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,54, El-Salvador, <=50K
31, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Germany, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, Haiti, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
60, Self-emp-not-inc, Assoc-voc, Separated, Tech-support, Unmarried, White, Female,2725,0,40, Columbia, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, Japan, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, El-Salvador, >50K
24, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Japan, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, >50K
33, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
26, Private, Bachelors, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,17, Haiti, >50K
56, Private, Some-college, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, Taiwan, <=50K
59, State-gov, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,30, Scotland, >50K
49, Private, 9th, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, France, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, >50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1901,40, Germany, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,50, Cambodia, >50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
31, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Haiti, >50K
42, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, China, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Germany, >50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, >50K
23, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,45, Guatemala, <=50K
25, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
22, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,76, South, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,38, France, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,20, South, >50K
53, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,32, Puerto-Rico, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, <=50K
46, Private, HS-grad, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,30, China, <=50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Hungary, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Columbia, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, Germany, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
25, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,85, Canada, >50K
28, Self-emp-not-inc, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,35, Germany, <=50K
36, Private, HS-grad, Never-married, Other-service, Wife, Black, Male,0,0,30, England, <=50K
54, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, England, <=50K
44, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,7687,0,40, Greece, >50K
35, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,40, Italy, >50K
60, Private, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, India, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, Trinadad&Tobago, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Portugal, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
38, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,57, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,3436,0,44, Japan, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,24, Dominican-Republic, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,18, Scotland, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, India, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
30, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, India, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, France, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Poland, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Germany, <=50K
26, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Guatemala, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Nicaragua, >50K
26, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1599,60, Cambodia, >50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
48, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, South, <=50K
44, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, <=50K
56, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Ecuador, <=50K
36, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, France, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Germany, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Laos, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, Mexico, <=50K
