48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
48, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, Canada, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Poland, >50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Philippines, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,12, Columbia, <=50K
40, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
70, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Philippines, <=50K
52, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1625,40, Scotland, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,38, Vietnam, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,38, El-Salvador, >50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Italy, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,24, India, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,35, India, <=50K
42, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,50, Cambodia, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Honduras, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Haiti, <=50K
22, Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Hong, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, South, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,44, Scotland, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,6, Philippines, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Iran, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,48, United-States, >50K
73, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,7, Laos, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Laos, <=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, England, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,1576,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, Vietnam, <=50K
27, Private, Masters, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,10, Holand-Netherlands, <=50K
47, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Germany, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,20, Taiwan, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,1887,50, El-Salvador, >50K
40, Local-gov, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,50, Scotland, <=50K
44, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,46, Hong, <=50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,15861,0,8, Dominican-Republic, >50K
44, Private, Some-college, Widowed, Sales, Husband, Black, Male,0,0,45, Hungary, <=50K
66, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, Cuba, >50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
53, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,50, Ireland, <=50K
60, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
50, Private, Doctorate, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,60, South, <=50K
27, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, Japan, <=50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4168,0,40, Hong, <=50K
36, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Columbia, >50K
40, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Germany, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,8, El-Salvador, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,60, Poland, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,5013,0,40, Yugoslavia, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Columbia, <=50K
61, Self-emp-not-inc, Prof-school, Never-married, Sales, Wife, Other, Female,0,0,40, China, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Japan, <=50K
37, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,2543,60, England, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, Guatemala, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,54, Philippines, >50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,43, Outlying-US(Guam-USVI-etc), >50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,14, Portugal, <=50K
24, Private, 7th-8th, Never-married, Sales, Own-child, Other, Male,0,0,40, England, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, Nicaragua, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
38, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,909,40, Japan, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, Holand-Netherlands, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
46, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Haiti, <=50K
28, Private, 10th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Columbia, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Laos, <=50K
63, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
58, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Hong, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,42, Cuba, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Haiti, <=50K
75, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Scotland, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,54, Poland, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
68, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, Laos, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Own-child, Other, Male,0,0,25, Japan, <=50K
36, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,37, El-Salvador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,12, Cuba, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Guatemala, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
54, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, >50K
61, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Haiti, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
55, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,38, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Trinadad&Tobago, >50K
25, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,35, El-Salvador, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Jamaica, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,42, Portugal, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Thailand, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Hungary, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Scotland, <=50K
39, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,45, Puerto-Rico, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,40, Yugoslavia, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Poland, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Laos, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
44, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,12, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Laos, <=50K
37, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Cambodia, <=50K
49, Local-gov, Some-college, Widowed, Exec-managerial, Wife, Black, Male,0,0,8, El-Salvador, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Jamaica, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, Guatemala, >50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,32, China, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1567,40, Germany, <=50K
52, Private, HS-grad, Separated, Transport-moving, Not-in-family, Other, Male,0,0,25, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, >50K
34, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, >50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,1848,35, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,6899,0,45, France, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Scotland, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,15, China, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Ecuador, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Taiwan, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,20, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
42, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,1853,40, Germany, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,50, Canada, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,37, France, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
26, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, England, <=50K
27, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, <=50K
46, State-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,45, Ireland, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Hungary, <=50K
80, Private, 10th, Divorced, Other-service, Not-in-family, Other, Male,0,0,20, Taiwan, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
47, Local-gov, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,37, Nicaragua, <=50K
47, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,87, Hong, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,38, Columbia, <=50K
59, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
64, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,25, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
54, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,38, Puerto-Rico, >50K
70, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Husband, Black, Male,0,0,5, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,8440,0,40, Canada, <=50K
57, State-gov, 10th, Widowed, Farming-fishing, Not-in-family, Other, Male,0,0,35, Hungary, <=50K
