19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,24, Dominican-Republic, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, Ireland, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, Taiwan, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,7687,0,50, Poland, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Laos, <=50K
52, Self-emp-not-inc, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, England, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Vietnam, <=50K
53, Private, Masters, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,54, Italy, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Cambodia, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
37, Private, Bachelors, Never-married, Other-service, Wife, White, Female,5178,0,30, Trinadad&Tobago, <=50K
23, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,16, Yugoslavia, <=50K
22, Private, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, El-Salvador, <=50K
39, Private, 5th-6th, Separated, Transport-moving, Unmarried, White, Female,0,0,33, Scotland, <=50K
46, Private, Assoc-acdm, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, Cuba, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, Hungary, <=50K
27, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, India, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Cuba, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, Honduras, <=50K
40, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Jamaica, <=50K
47, Private, 5th-6th, Divorced, Other-service, Unmarried, Black, Female,0,0,16, Iran, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Thailand, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, China, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2219,40, Hungary, >50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,11, Honduras, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, Columbia, <=50K
32, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, >50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Canada, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, El-Salvador, <=50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
25, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2252,45, Columbia, >50K
23, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,36, China, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,5013,0,40, Japan, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,20, France, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Guatemala, <=50K
22, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,40, Poland, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,83, Philippines, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Portugal, >50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, England, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Laos, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Columbia, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Haiti, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Laos, >50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Peru, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, Ecuador, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Cuba, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Jamaica, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Mexico, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, >50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, >50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Haiti, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, Columbia, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Japan, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
34, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,7298,0,35, El-Salvador, <=50K
30, Federal-gov, Some-college, Divorced, Protective-serv, Own-child, White, Female,0,0,40, Japan, <=50K
75, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,8052,0,36, Haiti, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, >50K
25, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, South, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,25, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, Yugoslavia, <=50K
60, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Mexico, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, India, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, France, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,15, Germany, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, Mexico, <=50K
55, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
64, Local-gov, Prof-school, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Haiti, >50K
47, Private, Assoc-voc, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, China, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Greece, >50K
49, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,3639,0,50, Poland, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, Guatemala, <=50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, Cambodia, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,36, Taiwan, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, South, >50K
44, Local-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, South, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,60, Scotland, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
46, Private, Masters, Never-married, Other-service, Wife, White, Female,0,0,30, China, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Thailand, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hong, <=50K
56, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, China, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, Germany, <=50K
38, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, Canada, <=50K
43, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,40, Germany, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,60, England, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
21, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,30, Italy, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
49, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, India, <=50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, Thailand, <=50K
34, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Puerto-Rico, >50K
25, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Peru, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, Columbia, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Japan, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, France, <=50K
42, Private, Masters, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, Ireland, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, France, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,4917,0,50, Peru, <=50K
55, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
50, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,54, Dominican-Republic, >50K
26, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, Scotland, <=50K
62, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,30, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
24, Self-emp-not-inc, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,1683,50, India, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, France, <=50K
72, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,6, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4266,0,40, Poland, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,3303,0,40, Greece, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
56, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,3725,0,54, Outlying-US(Guam-USVI-etc), >50K
36, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,14315,0,40, Cambodia, >50K
30, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,35, England, <=50K
71, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,20, Philippines, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Scotland, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Ecuador, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, France, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1886,40, Germany, >50K
55, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,50, Laos, <=50K
55, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
