28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Thailand, >50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Mexico, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Philippines, <=50K
19, Federal-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, South, <=50K
44, Private, Some-college, Separated, Sales, Wife, White, Female,0,1902,44, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Guatemala, >50K
36, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Protective-serv, Own-child, Other, Female,0,0,40, United-States, <=50K
70, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,2973,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,4074,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, India, >50K
40, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, Masters, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7298,0,40, Poland, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,45, United-States, <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,45, Vietnam, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, Hungary, <=50K
22, Local-gov, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, France, <=50K
55, State-gov, Bachelors, Widowed, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
26, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
32, Private, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
50, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, Scotland, <=50K
47, Federal-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,14, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
47, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,45, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Japan, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, China, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Germany, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,25, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Yugoslavia, <=50K
45, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
36, State-gov, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,38, Cuba, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,60, Iran, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Iran, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,7298,0,50, England, >50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Philippines, <=50K
44, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,4463,0,40, Ecuador, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,65, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,14105,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, >50K
30, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,99999,0,40, El-Salvador, >50K
47, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,50, United-States, >50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,48, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,44, England, <=50K
46, Local-gov, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,50, Mexico, <=50K
46, Local-gov, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,38, Laos, >50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,48, Philippines, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, 9th, Widowed, Tech-support, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
61, Local-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Hungary, >50K
60, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,36, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3325,0,50, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7356,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,24, Yugoslavia, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,2994,0,44, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,80, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1882,40, Iran, <=50K
62, Local-gov, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Laos, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,39, Canada, <=50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hong, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,99, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Nicaragua, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cuba, >50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,96, Laos, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, Canada, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,1825,25, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Cambodia, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,3938,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,3103,0,40, Ireland, <=50K
55, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Cuba, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Honduras, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,36, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, Japan, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1412,20, Columbia, <=50K
73, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Husband, Black, Female,0,1899,80, Japan, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, Hungary, <=50K
32, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, Hungary, <=50K
34, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,44, Nicaragua, <=50K
64, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,1902,36, Taiwan, <=50K
53, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Italy, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
58, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,35, Greece, <=50K
51, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, Thailand, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, China, <=50K
60, State-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Ireland, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,1887,60, United-States, <=50K
