37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Haiti, <=50K
34, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,50, Thailand, >50K
39, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Ireland, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, South, <=50K
55, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,2180,40, Philippines, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,77, Poland, <=50K
19, Private, Prof-school, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Italy, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, Mexico, <=50K
35, State-gov, Masters, Divorced, Other-service, Wife, White, Female,0,0,40, England, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Vietnam, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Jamaica, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,4066,0,99, Honduras, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,12, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany, <=50K
57, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Thailand, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Yugoslavia, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Thailand, >50K
35, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,32, El-Salvador, >50K
34, Local-gov, 12th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Taiwan, >50K
37, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,62, Cuba, <=50K
39, Self-emp-not-inc, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,50, Hungary, >50K
32, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,50, Dominican-Republic, <=50K
25, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cuba, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
34, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,5043,0,40, Italy, <=50K
44, Local-gov, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,10543,0,45, Iran, >50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,38, Taiwan, <=50K
37, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, Laos, <=50K
33, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, China, <=50K
22, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, India, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,43, Columbia, >50K
58, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Male,10521,0,40, Germany, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, Canada, >50K
61, Private, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, El-Salvador, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Portugal, <=50K
20, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,21, Yugoslavia, <=50K
66, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, China, <=50K
44, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Japan, <=50K
45, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
33, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,1647,52, Guatemala, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Portugal, <=50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Philippines, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, Scotland, >50K
27, Private, Assoc-acdm, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,36, England, <=50K
75, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Laos, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Hong, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1631,47, Columbia, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Haiti, <=50K
52, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, China, >50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,8, Peru, <=50K
32, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Ecuador, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Columbia, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
24, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,53, Mexico, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, El-Salvador, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, Cuba, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Guatemala, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, El-Salvador, >50K
40, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, <=50K
44, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male,0,0,40, Columbia, <=50K
47, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Laos, >50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
45, Federal-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,35, Japan, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
55, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,38, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, South, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,51, South, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Yugoslavia, <=50K
65, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,7298,0,5, Puerto-Rico, >50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,15, India, >50K
44, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, France, <=50K
32, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, Philippines, >50K
50, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Germany, <=50K
51, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Nicaragua, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Cambodia, <=50K
41, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1738,40, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, Laos, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Haiti, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1902,40, China, <=50K
55, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, Germany, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
36, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Thailand, >50K
28, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,24, Cambodia, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, Germany, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, Puerto-Rico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
41, Private, Assoc-voc, Divorced, Farming-fishing, Own-child, Black, Female,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,7298,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hong, <=50K
18, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, China, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,5623,0,40, Germany, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
45, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Germany, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, El-Salvador, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, >50K
42, State-gov, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
32, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,0,50, Italy, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,36, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, India, <=50K
48, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Thailand, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Portugal, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
43, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, Hungary, <=50K
36, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Columbia, >50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,80, Japan, <=50K
30, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
70, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, Ireland, >50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2425,89, Poland, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
26, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Scotland, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Iran, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
30, State-gov, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, France, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Poland, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Greece, <=50K
39, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
31, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, Ecuador, <=50K
38, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, France, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, France, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
77, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,10295,0,45, Laos, <=50K
40, Private, HS-grad, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,30, Cambodia, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Thailand, <=50K
