47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, Thailand, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Mexico, <=50K
73, Self-emp-not-inc, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
46, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private, Masters, Divorced, Exec-managerial, Husband, Black, Female,0,0,45, Greece, <=50K
40, Private, HS-grad, Separated, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,20, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,13723,0,50, United-States, >50K
58, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,80, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
52, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,32283,0,60, India, >50K
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States, >50K
75, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,3103,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
40, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,36, Italy, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Vietnam, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
23, Local-gov, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,65, France, <=50K
37, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, Greece, >50K
30, Private, Masters, Separated, Sales, Husband, White, Male,0,0,50, Thailand, <=50K
54, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, France, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
77, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,32, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, Dominican-Republic, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,30, Taiwan, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,60, Portugal, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,48, Ecuador, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Japan, <=50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,7298,0,40, China, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Hungary, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,33, Honduras, <=50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Greece, <=50K
24, Private, Bachelors, Never-married, Tech-support, Other-relative, Black, Female,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, El-Salvador, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
38, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
69, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
74, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Taiwan, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, England, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
63, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
54, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Ecuador, >50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Honduras, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,48, South, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,40, England, <=50K
49, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, Some-college, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,70, Mexico, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Hong, >50K
22, State-gov, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Mexico, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,72, United-States, <=50K
56, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Own-child, White, Male,4655,0,40, United-States, <=50K
58, State-gov, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Peru, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,3103,0,40, Trinadad&Tobago, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
25, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,20, Taiwan, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, Mexico, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,33, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Canada, <=50K
43, Local-gov, Masters, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Hong, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Laos, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Nicaragua, <=50K
39, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Canada, >50K
24, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,45, Cambodia, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,42, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Other, Male,0,0,40, Vietnam, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,18, Dominican-Republic, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hungary, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Thailand, <=50K
66, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,43, Ecuador, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Italy, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Prof-school, Divorced, Craft-repair, Not-in-family, White, Male,0,1861,60, China, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Iran, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Iran, <=50K
37, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
42, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,8317,0,40, United-States, >50K
42, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
65, Local-gov, HS-grad, Widowed, Transport-moving, Wife, White, Male,7298,0,40, United-States, >50K
43, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,23, Thailand, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, England, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, United-States, >50K
24, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Laos, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Japan, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,40, Germany, <=50K
55, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,38, United-States, >50K
43, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, China, <=50K
63, State-gov, 10th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1902,45, Japan, >50K
24, Self-emp-not-inc, Doctorate, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
