35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,50, United-States, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,152,0,40, El-Salvador, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
57, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Masters, Widowed, Sales, Own-child, White, Male,99524,0,40, United-States, >50K
67, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,1597,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,47, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,43, Mexico, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
33, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Male,0,0,40, Nicaragua, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, Iran, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1995,40, United-States, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,16, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,1597,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,60, Mexico, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, 9th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,3103,0,50, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, >50K
41, Private, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
36, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,25, Taiwan, <=50K
22, Private, 9th, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, 7th-8th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,15, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,74, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, >50K
40, Local-gov, 12th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1845,20, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,1902,45, United-States, >50K
36, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, >50K
29, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,52, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1977,50, England, <=50K
51, Local-gov, Masters, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Prof-school, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
47, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Germany, >50K
27, Private, 10th, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,1833,40, United-States, >50K
58, Private, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,30, China, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,88, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,33, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, >50K
32, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,65, United-States, >50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,34, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Iran, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,15024,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
75, Private, 1st-4th, Divorced, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K
41, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
56, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
79, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1885,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
39, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, India, <=50K
