36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,16, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,5, United-States, <=50K
50, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
89, Self-emp-not-inc, 9th, Widowed, Farming-fishing, Husband, Black, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,1824,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,25, China, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, South, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,2829,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,9060,0,45, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,50, Italy, >50K
55, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Guatemala, <=50K
39, Private, HS-grad, Widowed, Sales, Unmarried, Black, Male,0,1807,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Iran, <=50K
41, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, >50K
52, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, France, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, Thailand, >50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Iran, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Hungary, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
52, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1725,30, Yugoslavia, <=50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Germany, <=50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,80, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,60, United-States, >50K
33, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, Guatemala, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male,3103,0,40, United-States, <=50K
24, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,45, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Guatemala, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Laos, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,50, Greece, >50K
47, Federal-gov, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,20, Scotland, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,43, Trinadad&Tobago, >50K
30, Private, Assoc-voc, Never-married, Farming-fishing, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
58, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Germany, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, United-States, >50K
31, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Japan, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, Masters, Divorced, Sales, Unmarried, White, Male,14129,0,50, United-States, >50K
55, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
74, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,2279,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, China, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Japan, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Thailand, <=50K
46, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, China, <=50K
45, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
65, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Philippines, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
61, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Italy, >50K
24, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,20, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Cuba, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, Scotland, <=50K
59, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Nicaragua, >50K
58, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, <=50K
28, State-gov, Some-college, Separated, Protective-serv, Not-in-family, White, Male,0,0,25, Thailand, <=50K
22, State-gov, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
28, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
62, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Germany, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
28, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
26, Private, Masters, Never-married, Protective-serv, Husband, White, Male,0,0,40, Columbia, <=50K
30, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Wife, White, Male,0,0,15, South, >50K
