48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,45, France, >50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal, <=50K
34, Federal-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
41, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,60, United-States, <=50K
39, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Haiti, >50K
72, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Male,12301,0,45, United-States, >50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3126,0,24, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1488,40, United-States, <=50K
53, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Hungary, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,4386,0,30, United-States, >50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,65, Scotland, >50K
53, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,15, Nicaragua, <=50K
64, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Vietnam, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,2409,0,50, United-States, <=50K
47, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,52, Iran, <=50K
50, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Greece, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,20, Thailand, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Guatemala, <=50K
36, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Separated, Other-service, Other-relative, White, Female,0,0,8, England, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Scotland, <=50K
50, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,13, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, >50K
35, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Scotland, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Ecuador, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Laos, <=50K
47, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,4, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
28, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Guatemala, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,2412,0,48, Guatemala, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,45, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, Cuba, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Italy, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, Nicaragua, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1977,60, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,2409,0,45, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
71, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,2912,0,15, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,54, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, Peru, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, England, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,60, Poland, >50K
33, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, El-Salvador, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Hong, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,3, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Taiwan, <=50K
51, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Other, Female,7298,0,40, England, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
44, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, >50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3307,0,40, France, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
39, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,83, Nicaragua, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,76, Portugal, <=50K
36, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Husband, Black, Male,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, England, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
40, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Yugoslavia, <=50K
75, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
66, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,45, Laos, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Canada, <=50K
46, Local-gov, Masters, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,38, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,35, Japan, >50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,25, United-States, >50K
51, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Peru, <=50K
30, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Canada, <=50K
50, Private, 10th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,76, Cambodia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Japan, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Vietnam, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Hong, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Scotland, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,2446,0,32, Ecuador, >50K
52, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, Mexico, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
39, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
63, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Male,0,0,42, Ireland, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
32, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,17, Hong, <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Mexico, >50K
45, State-gov, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
58, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
50, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Separated, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, England, >50K
52, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Female,13852,0,50, United-States, >50K
44, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Laos, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Iran, <=50K
69, Private, 9th, Divorced, Other-service, Unmarried, White, Female,3507,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, Masters, Separated, Other-service, Unmarried, Black, Male,0,0,40, Germany, <=50K
33, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,2893,0,40, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, China, <=50K
32, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Laos, <=50K
