51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,158,0,40, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Ireland, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Canada, <=50K
24, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,29, Poland, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
66, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,25, Columbia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
28, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Vietnam, >50K
42, Private, Masters, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,2637,0,35, Italy, <=50K
27, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, India, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, India, >50K
40, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Ecuador, >50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,10, Cambodia, <=50K
39, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,1450,40, Honduras, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Holand-Netherlands, <=50K
50, Federal-gov, 9th, Divorced, Other-service, Not-in-family, Black, Female,0,0,38, Hong, <=50K
63, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,10520,0,40, Taiwan, >50K
33, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Iran, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Scotland, <=50K
33, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
66, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
37, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Laos, <=50K
22, State-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,2, El-Salvador, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Vietnam, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, <=50K
59, Private, HS-grad, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,1597,38, Cambodia, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,17, Germany, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Taiwan, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
34, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Female,0,1974,99, El-Salvador, >50K
28, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Scotland, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Cuba, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Hong, <=50K
21, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,48, Dominican-Republic, <=50K
22, Private, Some-college, Separated, Protective-serv, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Cuba, >50K
43, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1661,20, Holand-Netherlands, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Ireland, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, India, <=50K
76, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, South, <=50K
31, Private, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,40, Laos, <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,44, Hungary, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Holand-Netherlands, >50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Wife, Other, Male,0,0,65, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
62, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,29, Canada, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, El-Salvador, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
59, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,10863,0,60, Yugoslavia, >50K
62, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Columbia, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,40, China, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
44, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, England, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Guatemala, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,5288,0,40, Poland, >50K
72, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,40, Peru, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, Portugal, <=50K
75, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, England, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,24, Nicaragua, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,40, Jamaica, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Holand-Netherlands, <=50K
25, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
42, Private, 10th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Columbia, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,15, Laos, >50K
30, Private, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
32, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,40, Hong, <=50K
25, Private, Masters, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
19, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, Poland, >50K
55, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,4883,0,40, Laos, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, El-Salvador, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Guatemala, >50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, >50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Greece, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Haiti, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,50, Jamaica, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Japan, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
31, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,48, Jamaica, >50K
43, State-gov, Bachelors, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
72, Federal-gov, Masters, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,29, Jamaica, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Portugal, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Thailand, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
63, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,2140,0,20, Hungary, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,4374,0,38, South, >50K
46, State-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
67, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Unmarried, White, Female,0,0,20, Poland, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,13, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, Peru, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Laos, <=50K
44, Private, Masters, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, El-Salvador, <=50K
50, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
22, Private, Masters, Never-married, Prof-specialty, Wife, Black, Female,0,0,15, Japan, <=50K
70, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,2187,0,40, Guatemala, >50K
45, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
33, Private, Bachelors, Never-married, Tech-support, Wife, Other, Male,0,0,34, Peru, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
24, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
62, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cambodia, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,40, Scotland, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Yugoslavia, <=50K
50, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, China, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1733,50, Ecuador, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,80, Thailand, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Taiwan, >50K
34, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Portugal, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,2604,0,40, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Germany, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Taiwan, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, <=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,48, Germany, >50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, England, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, England, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, Guatemala, <=50K
35, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, Black, Male,0,0,40, Ireland, >50K
68, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,75, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
35, Private, Assoc-voc, Divorced, Other-service, Own-child, Other, Female,4066,0,20, Thailand, <=50K
39, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
44, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Iran, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,24, Jamaica, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,50, France, >50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,29, United-States, <=50K
53, Private, HS-grad, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,38, Dominican-Republic, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,35, Puerto-Rico, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,29, India, <=50K
48, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, India, <=50K
