49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Portugal, <=50K
23, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, Holand-Netherlands, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,43, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,7, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
73, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,6, United-States, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1484,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,8, Portugal, <=50K
47, Private, Assoc-voc, Separated, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Japan, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,50, Hungary, >50K
40, Local-gov, 12th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, Assoc-voc, Divorced, Sales, Unmarried, Other, Female,0,0,40, France, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,21938,0,8, Guatemala, >50K
44, Private, Prof-school, Separated, Sales, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,3024,0,30, England, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Puerto-Rico, <=50K
53, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,60, United-States, <=50K
27, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4636,0,40, South, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, El-Salvador, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Laos, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,8, Hong, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Haiti, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,60, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,5426,0,40, Yugoslavia, >50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, El-Salvador, >50K
61, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,2507,60, Italy, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Peru, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, >50K
32, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,14, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, India, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,1596,40, United-States, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Puerto-Rico, <=50K
49, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, England, <=50K
47, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Philippines, <=50K
28, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
48, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,30, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hong, >50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
59, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Other, Female,0,0,40, England, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Peru, <=50K
75, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, United-States, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
68, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,16, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,38, Honduras, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,12, Greece, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
25, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Hong, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,42, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,18, Trinadad&Tobago, <=50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,15, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Japan, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Canada, <=50K
49, Local-gov, Prof-school, Separated, Exec-managerial, Wife, White, Male,0,0,8, Hong, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Wife, Other, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,20, Peru, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, Cuba, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,613,40, Mexico, <=50K
52, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,25, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Canada, >50K
35, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1887,35, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,45, Ireland, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,15, Cuba, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Hong, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, Scotland, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
42, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,1887,40, Laos, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Columbia, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,20, Laos, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
26, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, India, <=50K
27, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Nicaragua, <=50K
47, State-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
80, Private, 1st-4th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,36, United-States, <=50K
48, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,86, Taiwan, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, England, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
64, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Iran, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,50, Guatemala, <=50K
54, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
70, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Male,0,0,6, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,10546,0,40, China, <=50K
57, State-gov, 10th, Separated, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,2353,40, Japan, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,42, United-States, <=50K
