40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,32, Hungary, <=50K
39, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, India, >50K
32, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
19, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,30, United-States, <=50K
49, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
78, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,9386,0,45, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Laos, <=50K
47, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
28, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, >50K
41, Private, Masters, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7298,0,55, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Puerto-Rico, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
50, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1902,38, United-States, >50K
32, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Honduras, <=50K
22, Private, Some-college, Separated, Tech-support, Unmarried, Black, Female,3103,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hong, <=50K
28, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
34, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
66, State-gov, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, France, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,20, Scotland, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Columbia, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,1876,60, Hong, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, Dominican-Republic, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
52, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,65, United-States, <=50K
34, Private, Assoc-voc, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,80, Philippines, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,14958,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
51, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
59, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
66, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,20567,0,40, Ireland, >50K
42, Private, Doctorate, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Holand-Netherlands, >50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Trinadad&Tobago, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1838,48, Jamaica, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, United-States, >50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Mexico, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, South, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
52, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, 7th-8th, Widowed, Tech-support, Not-in-family, White, Female,0,0,25, Germany, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Local-gov, 9th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
46, State-gov, Doctorate, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, Japan, <=50K
46, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
70, Private, Assoc-voc, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,70, Yugoslavia, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,7687,0,35, Philippines, >50K
72, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,2402,0,12, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Poland, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, China, >50K
44, Local-gov, Masters, Separated, Craft-repair, Other-relative, White, Male,0,0,40, Jamaica, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
42, Private, HS-grad, Divorced, Protective-serv, Wife, White, Male,0,1414,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
52, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Poland, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, China, >50K
35, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Cambodia, <=50K
53, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Wife, Other, Female,0,0,32, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Ecuador, <=50K
30, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
37, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,14085,0,50, United-States, <=50K
23, Private, Prof-school, Never-married, Craft-repair, Wife, Black, Female,0,0,50, Germany, >50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Poland, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Philippines, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3519,0,50, Japan, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, Japan, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
26, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
32, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1998,40, United-States, <=50K
78, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1784,11, United-States, >50K
56, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1902,60, United-States, >50K
33, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Germany, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,3332,40, Peru, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,25, Laos, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,44, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3266,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,30, Honduras, >50K
30, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
30, State-gov, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Poland, <=50K
67, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
71, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,6, United-States, <=50K
