34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,7298,0,53, Cuba, >50K
49, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,60, Portugal, >50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Poland, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, South, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,20, Vietnam, >50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,7346,0,40, Jamaica, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,42, India, >50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,30, Iran, <=50K
46, Self-emp-inc, 12th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,87, Hong, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
45, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Haiti, >50K
45, Federal-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hungary, <=50K
32, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Taiwan, <=50K
53, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,16, Dominican-Republic, <=50K
26, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, Ireland, >50K
24, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,50, South, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Poland, <=50K
25, Private, Prof-school, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,50, Ireland, >50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
51, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
45, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Other-relative, Other, Female,0,0,60, Mexico, <=50K
60, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, England, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Vietnam, >50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
24, Private, Assoc-voc, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Germany, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Other-relative, Black, Female,0,0,40, Thailand, <=50K
40, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, El-Salvador, <=50K
47, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Female,7547,0,40, South, >50K
33, Private, Assoc-voc, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
44, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,45, Dominican-Republic, <=50K
44, Private, Prof-school, Widowed, Sales, Husband, Black, Male,0,0,40, India, <=50K
17, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Cuba, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
31, Local-gov, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,35, Italy, <=50K
42, Private, 12th, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,18, Taiwan, <=50K
37, Private, Some-college, Widowed, Craft-repair, Husband, Other, Male,0,0,40, Laos, >50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, <=50K
41, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,71, Haiti, >50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Wife, Other, Female,7298,0,40, Columbia, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Germany, <=50K
54, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,25, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Male,0,0,7, Dominican-Republic, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7485,0,40, Columbia, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,20, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, Japan, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, England, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Guatemala, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
35, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Peru, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,15, Puerto-Rico, <=50K
57, Private, 7th-8th, Divorced, Protective-serv, Not-in-family, Other, Male,0,0,40, England, >50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
32, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,50, Philippines, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Japan, <=50K
62, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,20, Honduras, <=50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,65, Columbia, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,50, Haiti, <=50K
28, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, <=50K
30, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,30, Columbia, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,40, Laos, >50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Peru, <=50K
56, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,50, Ecuador, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
45, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,7298,0,30, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
33, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
17, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Scotland, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,15, Portugal, >50K
46, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,42, Mexico, <=50K
59, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, Laos, <=50K
54, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,54, El-Salvador, >50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
32, Local-gov, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,30, Germany, <=50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,18, Haiti, <=50K
34, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
41, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Japan, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
58, Federal-gov, Some-college, Divorced, Sales, Husband, Other, Female,0,0,40, Japan, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,48, Puerto-Rico, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,44, Thailand, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,80, Haiti, >50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,40, South, <=50K
34, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,50, Portugal, >50K
27, Private, Doctorate, Never-married, Sales, Husband, Other, Male,0,0,75, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
53, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
58, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,7444,0,52, Japan, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,73, Guatemala, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Peru, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Cambodia, <=50K
38, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
60, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, Cambodia, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, South, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, France, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,60, South, >50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
46, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,7628,0,58, Ecuador, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,40, Thailand, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,30, Hong, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,22, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Other, Female,7372,0,40, Germany, >50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,20, Thailand, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Canada, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
34, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
28, State-gov, Prof-school, Widowed, Other-service, Wife, Black, Male,0,0,8, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,38, India, <=50K
19, Private, 11th, Divorced, Other-service, Own-child, White, Male,0,0,20, Thailand, <=50K
39, Self-emp-not-inc, Masters, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,7687,0,52, Portugal, >50K
63, Local-gov, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), >50K
37, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Hong, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, France, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,10, Peru, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
32, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,35, Puerto-Rico, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7410,0,50, India, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,18, Canada, <=50K
22, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, France, >50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Mexico, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,44, Poland, >50K
