56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3895,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,2408,50, United-States, >50K
18, Private, Some-college, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,16, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,43, Peru, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1593,40, Japan, <=50K
29, Private, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,55, England, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Ireland, <=50K
58, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
38, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,84, India, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Italy, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,33, United-States, <=50K
62, Self-emp-inc, Some-college, Divorced, Farming-fishing, Husband, Black, Female,0,0,60, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, Mexico, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,58, Scotland, <=50K
32, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, South, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Mexico, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
52, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Poland, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Germany, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
41, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, >50K
51, Private, Some-college, Separated, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1669,60, Cambodia, >50K
22, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,50, Haiti, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,38, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
68, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,20, France, <=50K
31, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,71, United-States, <=50K
59, Private, 7th-8th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Italy, <=50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
32, Private, Prof-school, Separated, Sales, Husband, Black, Male,0,0,40, Jamaica, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Dominican-Republic, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, India, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Nicaragua, <=50K
28, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,40, United-States, >50K
40, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,45, Philippines, <=50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Columbia, <=50K
73, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,18, Jamaica, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,4415,0,40, Cuba, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Haiti, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,16, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Yugoslavia, <=50K
39, Private, 9th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Cuba, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, China, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Germany, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Hong, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,14429,0,40, Trinadad&Tobago, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
28, Private, 9th, Married-spouse-absent, Sales, Own-child, White, Male,0,0,70, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, Scotland, <=50K
69, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Philippines, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, <=50K
68, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, Cuba, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, India, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, South, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Poland, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
27, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, England, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, Italy, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
36, Private, 9th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
90, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,60, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Nicaragua, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Portugal, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
41, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,2, England, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Hong, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Haiti, <=50K
29, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hungary, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Philippines, >50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,2417,50, United-States, >50K
51, Local-gov, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1607,74, Philippines, <=50K
61, State-gov, Bachelors, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, England, <=50K
51, Federal-gov, Prof-school, Divorced, Sales, Not-in-family, White, Female,99999,0,33, Peru, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
47, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, >50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Portugal, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Thailand, >50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,50, Cambodia, <=50K
52, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, France, >50K
57, Self-emp-not-inc, Masters, Separated, Craft-repair, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,35, Philippines, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hungary, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, China, <=50K
26, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, Taiwan, >50K
58, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,50, Hong, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Canada, <=50K
32, Private, 10th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
57, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,50, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
36, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, England, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,4913,0,40, Columbia, >50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Guatemala, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, Haiti, <=50K
46, Private, Masters, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
48, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
36, State-gov, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,50, Hong, <=50K
27, State-gov, HS-grad, Separated, Handlers-cleaners, Wife, Other, Male,3137,0,35, Nicaragua, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Priv-house-serv, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
28, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, South, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Italy, <=50K
56, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,2141,0,45, Peru, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Guatemala, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,44, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Peru, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, Germany, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Taiwan, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Ecuador, >50K
64, Private, 11th, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1671,40, Jamaica, <=50K
39, Private, Masters, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Canada, <=50K
26, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Japan, <=50K
65, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Wife, Black, Male,25932,0,50, Guatemala, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Portugal, >50K
69, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Honduras, <=50K
