21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,60, Mexico, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1979,48, Portugal, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, <=50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1927,0,40, United-States, >50K
46, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, >50K
25, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, Doctorate, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
35, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,6804,0,40, United-States, >50K
29, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, India, <=50K
59, State-gov, Doctorate, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Masters, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7687,0,36, Scotland, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,3508,0,40, Vietnam, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, India, <=50K
67, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, France, <=50K
54, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,6848,0,40, Guatemala, >50K
19, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,15, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, England, <=50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, <=50K
34, Federal-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,54, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,25, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
18, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,10, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,35, Laos, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,20, China, <=50K
55, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
58, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Germany, <=50K
62, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,2161,0,30, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,35, Ecuador, <=50K
50, State-gov, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, Cuba, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,54, India, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,15023,0,30, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
78, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2292,50, India, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,1731,40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,2767,0,40, Puerto-Rico, <=50K
24, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2201,52, Philippines, >50K
45, Private, 10th, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
42, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Ecuador, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, Honduras, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2482,40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Other, Female,0,0,40, England, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,65, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2205,29, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Honduras, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, Outlying-US(Guam-USVI-etc), >50K
24, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,2, Hong, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, Peru, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, El-Salvador, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
58, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
24, State-gov, Bachelors, Separated, Other-service, Own-child, White, Male,0,0,15, Hungary, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,75, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,18, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,4598,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Yugoslavia, >50K
57, Self-emp-inc, Assoc-voc, Divorced, Sales, Unmarried, White, Female,255,0,38, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
18, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Japan, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
42, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, Canada, >50K
36, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, Hong, <=50K
36, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Other-relative, Other, Male,0,0,92, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,17, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Puerto-Rico, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Cuba, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, Laos, <=50K
45, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,60, Nicaragua, <=50K
45, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Canada, >50K
27, Private, 10th, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Cambodia, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,2545,54, Japan, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,5013,0,73, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
67, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,20026,0,40, Hungary, >50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,15, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Thailand, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, Ecuador, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, China, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Laos, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,54, Ireland, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,20, India, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Iran, >50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,60, Philippines, <=50K
73, State-gov, HS-grad, Widowed, Priv-house-serv, Unmarried, White, Male,0,0,10, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
25, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Masters, Separated, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Scotland, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,20, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Other-relative, Black, Female,0,0,25, Ireland, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,37, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,24, Guatemala, <=50K
40, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,3, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5178,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
35, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,36, United-States, <=50K
