30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,34, South, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Greece, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
54, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,520,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Philippines, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,1411,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
49, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
18, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, 7th-8th, Divorced, Machine-op-inspct, Wife, White, Female,0,1900,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,50, United-States, >50K
38, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, >50K
64, State-gov, Masters, Separated, Other-service, Unmarried, White, Female,0,0,12, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
54, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,45, Philippines, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,24, United-States, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Germany, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States, >50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,4651,0,42, United-States, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Portugal, <=50K
35, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, Mexico, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, India, >50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
48, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,2921,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
55, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Female,7687,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1015,40, United-States, <=50K
50, Local-gov, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
71, Private, 7th-8th, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,5350,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,70, United-States, >50K
26, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
60, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,2, United-States, >50K
47, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
64, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,3356,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Divorced, Other-service, Other-relative, White, Male,0,0,64, United-States, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
34, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,60, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
25, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Separated, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
67, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
27, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,79, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, Cuba, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3906,0,35, United-States, >50K
30, Private, HS-grad, Divorced, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Japan, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1881,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1902,40, Taiwan, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,50, India, <=50K
56, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, State-gov, HS-grad, Separated, Prof-specialty, Wife, White, Male,98148,0,24, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,1992,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Separated, Other-service, Wife, White, Male,0,0,32, Thailand, <=50K
45, Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
18, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
