48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
72, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,6, United-States, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,950,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,8, United-States, <=50K
47, Local-gov, Assoc-voc, Separated, Sales, Wife, Black, Female,0,0,40, El-Salvador, <=50K
32, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,50, United-States, >50K
40, Local-gov, 1st-4th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Masters, Never-married, Sales, Own-child, Black, Male,0,0,45, United-States, >50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,28817,0,8, United-States, >50K
44, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,45, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2603,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
27, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4529,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,8, United-States, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,60, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,5178,0,40, United-States, >50K
36, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, South, >50K
61, State-gov, Some-college, Widowed, Sales, Wife, White, Female,0,0,40, Peru, <=50K
27, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,2508,60, United-States, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, United-States, >50K
25, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
31, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,14, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,1164,40, United-States, <=50K
59, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
48, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, <=50K
48, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
43, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
75, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
36, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
68, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,16, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,37, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Scotland, <=50K
54, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
24, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
39, State-gov, Masters, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Vietnam, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,18, United-States, <=50K
42, Private, Doctorate, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,14, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,28, El-Salvador, <=50K
49, Local-gov, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,8, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, Mexico, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,25, United-States, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, France, >50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, Columbia, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1740,35, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7196,0,45, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Nicaragua, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Philippines, >50K
42, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,1795,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Japan, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,20, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
27, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
46, State-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
79, Private, 1st-4th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,37, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,85, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
54, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
69, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female,0,0,5, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,9758,0,40, Germany, <=50K
56, State-gov, 10th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,2289,40, United-States, <=50K
24, Private, Bachelors, Married-spouse-absent, Other-service, Wife, White, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States, <=50K
