36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, Italy, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Canada, <=50K
60, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Philippines, >50K
36, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, Columbia, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Philippines, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Vietnam, >50K
32, Private, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,15, Ecuador, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,7608,0,40, Jamaica, >50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,25, India, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,2, Cambodia, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,1902,40, Hong, >50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
35, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Haiti, <=50K
33, Federal-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Taiwan, >50K
38, Private, Some-college, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
57, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,72, Ireland, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
54, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,2245,40, Peru, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,80, Philippines, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
45, Private, Some-college, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,45, Laos, <=50K
35, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Vietnam, <=50K
37, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, Italy, >50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,4099,0,99, Hong, >50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,13, Cambodia, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Germany, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Thailand, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Yugoslavia, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
35, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,32, El-Salvador, >50K
33, Local-gov, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,65, Cuba, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, >50K
32, Private, Some-college, Divorced, Other-service, Own-child, Other, Female,0,0,50, Dominican-Republic, <=50K
25, Private, HS-grad, Separated, Sales, Own-child, Black, Male,0,0,40, Hungary, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Cuba, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
33, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,5178,0,40, Italy, <=50K
43, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,8222,0,45, Iran, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, South, <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,45, Laos, >50K
33, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,40, China, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, Hungary, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,44, Columbia, >50K
58, Local-gov, HS-grad, Divorced, Craft-repair, Wife, Other, Male,11466,0,40, Germany, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,1977,40, Canada, >50K
61, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
46, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
20, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,23, Yugoslavia, <=50K
66, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Columbia, >50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, China, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
45, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, England, <=50K
32, Private, Masters, Divorced, Tech-support, Unmarried, White, Female,0,1617,52, Greece, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Poland, <=50K
30, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,45, Peru, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,45, Puerto-Rico, >50K
27, Private, 5th-6th, Married-spouse-absent, Prof-specialty, Own-child, Black, Female,0,0,36, England, <=50K
74, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
30, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, Honduras, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1642,50, Columbia, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, Haiti, <=50K
52, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Columbia, >50K
53, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Laos, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,7, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Hungary, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
24, Private, 7th-8th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
24, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Scotland, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,54, Mexico, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Laos, >50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, >50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Greece, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, El-Salvador, >50K
39, State-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Germany, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,49, Haiti, >50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
44, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Own-child, Other, Female,0,0,40, Columbia, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Japan, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
61, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Japan, >50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, >50K
45, Federal-gov, Some-college, Divorced, Sales, Own-child, Other, Female,0,0,35, Jamaica, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Thailand, <=50K
55, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Scotland, <=50K
49, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,53, Puerto-Rico, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, Yugoslavia, <=50K
65, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,7404,0,7, Portugal, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Laos, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,15, Hungary, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, France, >50K
32, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Peru, >50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,38, Mexico, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,25, Cambodia, <=50K
40, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1739,40, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,0,50, Japan, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Guatemala, >50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,1902,40, Canada, >50K
55, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,54, Germany, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Peru, <=50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
36, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, >50K
28, Private, Some-college, Never-married, Protective-serv, Wife, White, Female,0,0,24, Cambodia, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,75, France, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,44, China, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,5168,0,40, Puerto-Rico, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Hong, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,27, China, <=50K
25, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,4670,0,40, Germany, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Thailand, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Canada, >50K
45, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Germany, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, El-Salvador, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, >50K
42, State-gov, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Greece, <=50K
31, State-gov, Masters, Widowed, Prof-specialty, Wife, Black, Female,0,0,50, Italy, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Trinadad&Tobago, >50K
25, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,40, Hungary, <=50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
29, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
40, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,50, Nicaragua, >50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Hong, <=50K
36, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Columbia, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,80, Jamaica, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
73, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,40, Ireland, >50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,2422,90, Peru, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,30, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
25, Private, 12th, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
29, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, India, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, France, <=50K
