42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,38, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Doctorate, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Other-relative, Black, Female,0,0,24, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
34, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
30, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,7687,0,20, United-States, <=50K
64, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,2963,0,40, United-States, >50K
27, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Masters, Widowed, Sales, Unmarried, White, Male,2998,0,45, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
21, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,31, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, 1st-4th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, >50K
47, Private, Preschool, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
62, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Mexico, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,2219,0,45, United-States, >50K
38, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,40, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, India, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,5013,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,1977,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
26, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,54, United-States, >50K
27, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, South, <=50K
41, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
65, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Taiwan, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,40, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
60, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,24, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,7298,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,15, United-States, >50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
67, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,2855,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, France, <=50K
25, Private, 10th, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, China, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,42, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Divorced, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
50, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
39, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,48, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Nicaragua, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Hong, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
25, State-gov, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, 7th-8th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Portugal, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,98, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, <=50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
