43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Greece, >50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
41, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,44, Portugal, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
39, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
30, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Honduras, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,14929,0,45, United-States, >50K
25, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Italy, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,54, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Taiwan, <=50K
31, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
58, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Female,0,0,40, Hungary, <=50K
24, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, Germany, <=50K
47, Self-emp-not-inc, HS-grad, Separated, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Guatemala, <=50K
46, Private, Some-college, Widowed, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, Germany, >50K
55, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Poland, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
61, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,50, Trinadad&Tobago, <=50K
44, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, Laos, <=50K
20, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,25, China, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,50, India, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Guatemala, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,65, Yugoslavia, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,38, England, >50K
40, Private, Prof-school, Married-civ-spouse, Tech-support, Wife, White, Female,0,1850,40, Cuba, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Iran, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1607,40, India, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Taiwan, <=50K
20, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, England, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,3914,0,40, Portugal, <=50K
25, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Ecuador, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
49, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,8280,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, England, <=50K
58, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,50, Germany, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Peru, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15084,0,54, Laos, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,54, Puerto-Rico, >50K
45, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1886,50, United-States, <=50K
47, State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States, <=50K
59, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,7298,0,40, United-States, >50K
41, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,7298,0,50, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,35, India, >50K
17, Federal-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
50, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, <=50K
33, Local-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, >50K
36, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,50, United-States, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,364,40, Iran, <=50K
25, Local-gov, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,70, Canada, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Hong, <=50K
42, Self-emp-not-inc, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,0,3684,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Peru, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
68, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Black, Male,4068,0,83, Japan, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,3325,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
65, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Canada, <=50K
56, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,8614,0,60, Cambodia, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,47, United-States, <=50K
59, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Italy, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Cuba, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,4386,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
47, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Taiwan, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,60, Ecuador, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,35, Laos, >50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,22, Columbia, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,3696,0,45, Laos, >50K
49, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, India, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,70, India, <=50K
39, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,60, Peru, <=50K
68, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,35, United-States, >50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4062,0,40, Thailand, <=50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, <=50K
66, Private, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Taiwan, >50K
36, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, England, >50K
43, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,99, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1766,54, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
52, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, Italy, <=50K
35, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
75, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,58, Greece, >50K
54, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,2888,0,40, China, <=50K
52, State-gov, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Wife, Other, Male,0,0,30, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,60, United-States, >50K
