28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Dominican-Republic, >50K
35, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Ireland, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, South, <=50K
68, Local-gov, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, Peru, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,3241,0,40, Poland, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,30, Ireland, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, <=50K
40, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,27, Vietnam, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,60, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,6696,0,40, Honduras, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Germany, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,45, Trinadad&Tobago, <=50K
29, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Thailand, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, El-Salvador, <=50K
22, Local-gov, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,25, South, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba, <=50K
54, Self-emp-not-inc, Masters, Widowed, Tech-support, Wife, White, Female,0,0,40, Hungary, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Separated, Tech-support, Husband, White, Male,0,0,40, India, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cuba, <=50K
49, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, Iran, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, Taiwan, <=50K
47, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
36, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, China, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Hungary, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
24, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,44, Columbia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Germany, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Canada, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ecuador, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Dominican-Republic, >50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,25, Portugal, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
45, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,38, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Laos, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,6308,0,60, France, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Portugal, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, Philippines, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Puerto-Rico, >50K
24, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, England, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
57, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Poland, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Laos, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5433,0,50, Columbia, >50K
76, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
43, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
36, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,2902,0,40, Columbia, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, >50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, Peru, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
31, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,99999,0,40, Cuba, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Puerto-Rico, >50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,48, Jamaica, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,43, Cuba, <=50K
45, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
45, Local-gov, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,18, El-Salvador, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,36, Germany, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,47, Haiti, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
47, State-gov, Assoc-acdm, Widowed, Tech-support, Not-in-family, White, Female,0,0,35, Columbia, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
61, Local-gov, 7th-8th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Japan, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, El-Salvador, >50K
59, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Japan, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,2175,0,50, Puerto-Rico, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Trinadad&Tobago, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7328,0,40, Guatemala, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, South, <=50K
31, State-gov, Masters, Divorced, Other-service, Other-relative, White, Male,0,0,40, Scotland, <=50K
32, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,24, Yugoslavia, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Puerto-Rico, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,2887,0,44, Mexico, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,80, India, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,1740,40, France, <=50K
62, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Mexico, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,39, Cambodia, <=50K
51, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,99, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, >50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, China, >50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,94, Greece, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, >50K
57, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
48, State-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,54, Cambodia, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,1887,29, Taiwan, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Cambodia, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, South, >50K
54, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,2417,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,2478,0,40, France, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, South, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, China, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Thailand, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, Thailand, <=50K
46, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,37, Puerto-Rico, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1900,40, Hong, <=50K
28, Private, Prof-school, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Germany, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,1882,20, Canada, <=50K
68, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1891,70, Germany, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, England, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,25, El-Salvador, <=50K
32, Local-gov, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, England, <=50K
33, State-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,43, Guatemala, <=50K
64, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,1786,35, Hungary, <=50K
53, Private, 7th-8th, Divorced, Other-service, Husband, White, Male,0,0,35, Thailand, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hungary, >50K
62, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Germany, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
58, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Peru, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
51, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,40, Scotland, >50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, India, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
59, State-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, India, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, France, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, Mexico, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1743,54, Portugal, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Greece, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
58, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, Nicaragua, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cambodia, >50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, England, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Peru, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, South, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1901,40, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1900,54, Ecuador, <=50K
33, Private, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, France, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Germany, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Laos, >50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,53, Mexico, <=50K
47, Private, Some-college, Widowed, Farming-fishing, Unmarried, White, Female,0,0,37, Cambodia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
