56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
40, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,48, Ireland, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
47, Self-emp-inc, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,60, Ireland, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
52, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Laos, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,45, England, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
52, Private, Some-college, Married-spouse-absent, Transport-moving, Unmarried, Black, Female,0,0,40, Italy, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1620,60, Cambodia, >50K
22, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,50, Germany, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
59, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,38, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Thailand, <=50K
68, Private, Assoc-voc, Widowed, Other-service, Unmarried, Black, Female,0,0,20, El-Salvador, <=50K
32, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,72, South, <=50K
59, Private, 9th, Divorced, Sales, Not-in-family, White, Female,0,0,40, Cuba, <=50K
28, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,20, Hungary, <=50K
28, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, India, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20, Honduras, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
28, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, Taiwan, >50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,45, Laos, <=50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
73, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,16, Hungary, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,4456,0,40, Columbia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Germany, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, Ecuador, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, Portugal, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
39, Private, 9th, Separated, Other-service, Unmarried, Black, Female,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, China, >50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Japan, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, England, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Guatemala, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,14083,0,40, Poland, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, >50K
28, Private, 12th, Never-married, Sales, Unmarried, White, Female,0,0,70, England, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
69, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,60, Laos, <=50K
57, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
68, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, Columbia, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Haiti, <=50K
19, Private, 10th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, Peru, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,782,0,40, Columbia, >50K
47, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Laos, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Peru, <=50K
27, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
40, Private, Doctorate, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Hungary, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
36, Private, 9th, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
90, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, South, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Puerto-Rico, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
41, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,2, El-Salvador, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Cuba, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
28, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Greece, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Laos, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2416,50, United-States, >50K
51, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,1581,71, Laos, >50K
61, State-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
52, Federal-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,99999,0,35, Japan, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Thailand, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, South, >50K
47, State-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Scotland, >50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
35, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Mexico, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,2141,0,50, India, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cambodia, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, El-Salvador, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,35, Japan, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,52, China, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Greece, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, Poland, >50K
58, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
23, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, Cambodia, <=50K
33, Private, 10th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Taiwan, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Cambodia, <=50K
42, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, South, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, France, <=50K
57, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, South, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, Puerto-Rico, <=50K
54, Private, Masters, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,50, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, China, <=50K
37, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,18, Taiwan, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
56, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,4795,0,40, China, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Germany, <=50K
46, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, England, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
48, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,50, Guatemala, <=50K
27, State-gov, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,4074,0,35, Italy, >50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
28, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, Portugal, >50K
37, Private, HS-grad, Separated, Transport-moving, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Hungary, <=50K
56, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2496,0,45, Japan, <=50K
37, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Germany, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,44, Ireland, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Japan, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, France, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
58, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
64, Private, 11th, Widowed, Other-service, Unmarried, Black, Female,0,0,18, Puerto-Rico, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1617,40, India, >50K
39, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
26, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,32037,0,50, France, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
69, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,37, Poland, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
40, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,2175,0,30, Guatemala, >50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,57, Cambodia, >50K
55, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, England, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Peru, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Honduras, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Ecuador, <=50K
49, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, France, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Germany, >50K
38, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, Black, Female,0,0,12, Laos, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
43, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, Cambodia, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
