60, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
76, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,20, United-States, <=50K
62, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Male,4064,0,40, Philippines, >50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
47, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
51, Private, Doctorate, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, Germany, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,4386,0,35, Canada, >50K
30, Local-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
58, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,35, Greece, >50K
47, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,20, Germany, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Cuba, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, Ecuador, <=50K
63, Private, Masters, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
61, Private, Masters, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,14083,0,40, Haiti, <=50K
41, Private, 10th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
48, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Germany, >50K
56, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Ecuador, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Hong, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,70, Haiti, >50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, England, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Haiti, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Cuba, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,2557,0,20, Germany, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Guatemala, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,49, Jamaica, <=50K
45, Private, Some-college, Divorced, Other-service, Husband, Other, Male,0,0,40, Columbia, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,70, Nicaragua, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
53, Self-emp-inc, HS-grad, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Unmarried, Other, Female,0,0,40, Poland, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,40, Cambodia, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Iran, >50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
25, Private, Assoc-acdm, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
68, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,10294,0,35, Jamaica, <=50K
34, Private, Some-college, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, Germany, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1879,32, Dominican-Republic, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Guatemala, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, China, >50K
27, Self-emp-inc, Masters, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
40, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,7338,0,50, South, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Iran, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
70, Private, Prof-school, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,15, Nicaragua, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Poland, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,68, Dominican-Republic, >50K
89, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, England, >50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Italy, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
52, Federal-gov, Doctorate, Divorced, Exec-managerial, Husband, Black, Male,0,0,60, Columbia, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,30, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
41, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, Other, Male,15024,0,60, Japan, >50K
50, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Portugal, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,0,1869,40, Honduras, <=50K
32, Private, Doctorate, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Iran, <=50K
37, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Iran, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,37, Canada, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
49, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,5892,0,40, Nicaragua, >50K
71, Private, Some-college, Widowed, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, Poland, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,85, England, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,70, Nicaragua, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,1902,10, Cambodia, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,36, Ecuador, <=50K
36, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1902,45, Trinadad&Tobago, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,98, Japan, >50K
44, State-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
39, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,1902,50, Germany, >50K
49, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,20, Scotland, <=50K
65, Private, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
19, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
31, Private, 12th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, France, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
35, Self-emp-inc, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
24, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,32, Ireland, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
35, Private, HS-grad, Divorced, Other-service, Husband, Other, Female,0,0,40, Canada, >50K
63, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,0,36, Taiwan, <=50K
33, Private, 10th, Never-married, Craft-repair, Own-child, Black, Male,0,0,45, France, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, >50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Scotland, >50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,45, Trinadad&Tobago, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,12, Ireland, >50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Nicaragua, <=50K
71, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,39, South, <=50K
39, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,37, Puerto-Rico, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Peru, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
62, Local-gov, Prof-school, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, Canada, <=50K
73, Local-gov, 7th-8th, Widowed, Transport-moving, Husband, Other, Male,0,0,40, Philippines, <=50K
42, Local-gov, Prof-school, Married-civ-spouse, Tech-support, Husband, Black, Female,0,1904,40, Taiwan, >50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Ireland, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,36, Japan, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
77, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,9, Greece, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Poland, >50K
49, Private, Masters, Separated, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, Honduras, >50K
34, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Greece, <=50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Thailand, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,50, Japan, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Yugoslavia, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Honduras, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Ecuador, >50K
29, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Trinadad&Tobago, >50K
29, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Cuba, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
70, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,19, Italy, >50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,10352,0,50, Germany, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
45, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,30, Guatemala, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, England, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, Puerto-Rico, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,5773,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,30, Nicaragua, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, France, <=50K
47, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,45, Taiwan, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Scotland, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Wife, White, Male,0,0,32, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,7, Yugoslavia, <=50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,20, Cambodia, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Iran, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Cambodia, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,4406,0,40, Portugal, <=50K
52, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
38, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
