44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
49, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,15024,0,45, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
42, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, >50K
21, Private, Masters, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,65, United-States, <=50K
32, Private, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Separated, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,54, Poland, <=50K
57, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
28, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, Greece, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,36, United-States, <=50K
50, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, <=50K
30, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, Hungary, >50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Wife, White, Male,0,1878,40, Haiti, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,37, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
22, Self-emp-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1802,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,5143,0,40, United-States, >50K
26, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, Mexico, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,40, Mexico, <=50K
59, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, 12th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
50, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,50, Taiwan, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Wife, White, Female,0,0,54, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,7687,0,40, United-States, <=50K
43, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,7298,0,50, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,35, United-States, >50K
17, Federal-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,74, United-States, >50K
37, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
43, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, El-Salvador, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Male,0,3640,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, <=50K
69, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3128,0,83, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
66, State-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, England, <=50K
57, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,60, China, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,48, United-States, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Iran, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,3649,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,60, Philippines, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3467,0,45, United-States, >50K
50, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
69, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,2869,0,40, United-States, <=50K
36, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
68, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Outlying-US(Guam-USVI-etc), >50K
43, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,99, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1876,54, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, United-States, >50K
55, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
36, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
76, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
56, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,3103,0,40, Germany, <=50K
54, State-gov, 10th, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
