59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,2289,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,14083,0,45, United-States, >50K
44, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, >50K
25, Self-emp-inc, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, Mexico, <=50K
52, Self-emp-inc, HS-grad, Widowed, Sales, Unmarried, Other, Female,0,0,50, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,36, Ecuador, <=50K
24, Private, 7th-8th, Divorced, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,7687,0,35, United-States, >50K
33, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,1848,32, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, 11th, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7298,0,48, United-States, >50K
35, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Guatemala, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
69, Self-emp-inc, Prof-school, Widowed, Craft-repair, Unmarried, White, Female,0,0,12, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
89, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Dominican-Republic, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
49, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1630,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Germany, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Preschool, Divorced, Craft-repair, Husband, Black, Male,7298,0,40, United-States, >50K
70, Private, Some-college, Widowed, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,84, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1848,10, United-States, <=50K
42, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,1902,45, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,90, United-States, >50K
43, Without-pay, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,1902,50, United-States, >50K
48, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,16, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Hungary, <=50K
62, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,36, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, 9th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,53, United-States, <=50K
35, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, India, <=50K
61, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
72, Private, 5th-6th, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,1892,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
76, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
32, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Germany, <=50K
33, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, Nicaragua, <=50K
57, Self-emp-not-inc, Doctorate, Separated, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1902,40, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,16, United-States, >50K
43, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,7775,0,45, United-States, >50K
17, Private, 9th, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
52, State-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,25, United-States, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Mexico, <=50K
58, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,6876,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
60, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
24, Private, Assoc-voc, Never-married, Transport-moving, Wife, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, France, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,3440,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,38, United-States, <=50K
34, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
