25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
26, Federal-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, Iran, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,3981,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,25, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,20, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
52, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Mexico, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,2852,0,40, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
72, Private, 7th-8th, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,3, Canada, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,2028,40, Portugal, >50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Mexico, <=50K
38, Local-gov, 5th-6th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,54, Honduras, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, United-States, >50K
30, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,45, Iran, <=50K
60, Private, Some-college, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5702,0,45, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, United-States, >50K
35, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, France, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Portugal, <=50K
52, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
52, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,50, Iran, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
64, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
30, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,35, France, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Ecuador, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, White, Female,8630,0,48, United-States, >50K
43, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,48, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3977,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,32, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
71, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
78, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,15, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
47, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
84, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,12, Greece, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
45, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,328,0,40, Italy, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, >50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,15, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Separated, Sales, Not-in-family, White, Female,0,0,40, Greece, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Japan, >50K
29, Federal-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,2854,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
41, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
41, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, China, <=50K
34, Local-gov, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,60, Japan, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, >50K
51, Private, Assoc-voc, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Masters, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,42, Scotland, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, China, <=50K
51, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,44, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Peru, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Ecuador, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
28, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, England, <=50K
45, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Portugal, <=50K
73, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, <=50K
44, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Male,0,0,28, Cuba, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, South, >50K
56, Local-gov, HS-grad, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Laos, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,6564,0,44, Laos, >50K
36, State-gov, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
42, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1971,40, United-States, <=50K
48, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-inc, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Widowed, Tech-support, Wife, White, Male,0,0,36, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
59, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Masters, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, Peru, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
65, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
38, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
66, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
42, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,14566,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, Poland, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
