19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Germany, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,4973,0,30, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
39, Private, 1st-4th, Divorced, Transport-moving, Unmarried, White, Female,0,0,33, United-States, <=50K
46, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
40, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, 12th, Divorced, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
28, Private, Doctorate, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Poland, <=50K
70, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2043,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Mexico, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,10, United-States, <=50K
46, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2336,45, United-States, >50K
23, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,5013,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,82, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
60, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Female,7687,0,35, United-States, <=50K
29, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
77, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,36, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, >50K
25, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
64, Local-gov, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,54, United-States, >50K
48, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,3431,0,50, United-States, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
75, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, England, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,30, Philippines, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Mexico, <=50K
42, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7401,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,24, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
50, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
25, Local-gov, Bachelors, Separated, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,4899,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
50, Private, Bachelors, Separated, Prof-specialty, Wife, White, Male,0,0,54, United-States, >50K
26, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,65, United-States, <=50K
62, Private, 9th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
24, Self-emp-not-inc, 10th, Never-married, Craft-repair, Husband, White, Male,0,1216,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
71, Private, Doctorate, Divorced, Other-service, Unmarried, White, Female,0,0,5, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4371,0,40, United-States, >50K
