59, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, Puerto-Rico, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,2222,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,14741,0,45, United-States, >50K
44, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
28, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, Jamaica, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, Black, Female,0,0,50, United-States, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,36, Cuba, >50K
24, Private, Assoc-voc, Divorced, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
65, Federal-gov, Some-college, Never-married, Transport-moving, Wife, White, Female,13672,0,32, United-States, <=50K
33, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,1565,30, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, 5th-6th, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hong, >50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,48, United-States, >50K
35, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, El-Salvador, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Preschool, Widowed, Farming-fishing, Unmarried, White, Female,0,0,12, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
89, Private, 10th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Nicaragua, >50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Columbia, >50K
51, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States, >50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1589,40, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Divorced, Exec-managerial, Husband, Black, Male,7298,0,40, United-States, >50K
70, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Unmarried, White, Male,0,0,83, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1716,10, El-Salvador, <=50K
42, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,45, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,87, United-States, >50K
43, Without-pay, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
48, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,35, United-States, <=50K
31, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Germany, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
72, Private, 7th-8th, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
76, Self-emp-inc, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
32, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
57, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,1902,40, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, United-States, >50K
28, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
25, Private, Masters, Never-married, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
43, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,9037,0,45, United-States, >50K
17, Private, 9th, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
29, Self-emp-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,38, United-States, <=50K
50, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Honduras, <=50K
58, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,5307,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
60, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,4129,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,37, United-States, >50K
34, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
48, Self-emp-not-inc, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
