26, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,9180,0,50, Dominican-Republic, >50K
46, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,60, Poland, >50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
22, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
66, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, Philippines, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,30, Vietnam, >50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,45, El-Salvador, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,40, Jamaica, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, India, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Other, Female,0,0,35, India, <=50K
61, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1977,40, Ecuador, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,80, Hong, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
36, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,1902,40, Haiti, >50K
35, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,35, Hungary, <=50K
31, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, South, <=50K
52, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,15, Dominican-Republic, <=50K
27, Private, Doctorate, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,50, Ireland, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,45, South, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Ireland, >50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,60, Laos, <=50K
60, State-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, England, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Vietnam, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Germany, <=50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Thailand, <=50K
42, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
45, Local-gov, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, Scotland, >50K
31, Private, Assoc-acdm, Never-married, Tech-support, Husband, Black, Female,0,0,40, Cuba, <=50K
45, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Dominican-Republic, <=50K
32, Private, Masters, Widowed, Sales, Husband, Black, Male,0,1902,40, Hungary, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,15, Cuba, <=50K
31, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, Honduras, <=50K
27, Local-gov, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,35, Italy, <=50K
44, Private, 11th, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, South, <=50K
39, Private, Masters, Widowed, Craft-repair, Husband, Other, Male,0,0,40, Laos, >50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1902,40, Hungary, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
24, Private, Bachelors, Divorced, Machine-op-inspct, Wife, Other, Female,7687,0,40, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Germany, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,10, Dominican-Republic, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
31, Federal-gov, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,6735,0,40, Columbia, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,30, China, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,60, England, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, Guatemala, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Female,0,1893,40, Peru, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, Portugal, <=50K
52, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, England, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Nicaragua, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Philippines, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Japan, <=50K
66, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,4, Honduras, <=50K
31, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,60, Columbia, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Haiti, <=50K
27, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, Columbia, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,40, Laos, >50K
19, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,50, Ecuador, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Nicaragua, <=50K
45, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,2787,0,15, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
31, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Scotland, <=50K
44, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Portugal, >50K
38, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1902,40, Italy, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Laos, <=50K
55, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Ecuador, >50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Greece, <=50K
31, Local-gov, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
25, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Exec-managerial, Own-child, Black, Female,0,0,29, Germany, <=50K
39, Private, 9th, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,24, Haiti, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Columbia, <=50K
66, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
45, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, >50K
41, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,54, Japan, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Jamaica, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Portugal, >50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, Thailand, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,70, Guatemala, >50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, South, <=50K
35, State-gov, HS-grad, Divorced, Farming-fishing, Other-relative, Black, Male,0,0,45, Puerto-Rico, <=50K
40, Private, Assoc-voc, Separated, Exec-managerial, Husband, Black, Female,0,0,45, Yugoslavia, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,52, Portugal, >50K
30, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,70, Laos, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
51, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Peru, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
55, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
22, Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,45, Jamaica, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,50, Japan, >50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,70, Guatemala, >50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, Germany, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Peru, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Cambodia, <=50K
41, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
59, Private, Prof-school, Separated, Protective-serv, Unmarried, White, Female,0,0,40, Cambodia, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1963,60, Scotland, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,9025,0,60, South, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,54, Ecuador, >50K
45, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,7298,0,40, Taiwan, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,35, Hong, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Other, Female,7252,0,40, Germany, >50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,25, Thailand, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Canada, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
31, Private, Bachelors, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
34, State-gov, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,40, Greece, <=50K
25, State-gov, Some-college, Widowed, Prof-specialty, Wife, Black, Male,0,0,10, Italy, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1902,70, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, Hungary, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Taiwan, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Poland, >50K
63, Local-gov, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,30, Nicaragua, >50K
39, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, England, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
28, Private, 11th, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,35, Puerto-Rico, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7687,0,45, India, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,20, Canada, <=50K
20, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, India, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, France, <=50K
