34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
26, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Haiti, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, >50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Own-child, White, Male,99999,0,61, Thailand, >50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Ireland, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, South, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,51, Poland, <=50K
51, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Mexico, >50K
53, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,86, Laos, <=50K
21, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, England, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, United-States, >50K
32, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Vietnam, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Jamaica, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, Honduras, <=50K
37, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,15, Germany, <=50K
41, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Yugoslavia, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
39, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
49, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Cuba, <=50K
36, State-gov, Some-college, Widowed, Sales, Wife, White, Male,0,0,14, Hungary, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, >50K
43, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,63, India, <=50K
55, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,2619,0,40, Cuba, <=50K
49, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Honduras, >50K
62, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
22, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, Iran, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, South, <=50K
45, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, >50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, China, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Hungary, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
43, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, Columbia, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Germany, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Canada, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, El-Salvador, <=50K
39, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Ecuador, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
54, Federal-gov, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,30, Yugoslavia, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, France, <=50K
48, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Poland, >50K
37, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Peru, <=50K
20, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
25, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,35, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,3663,0,45, Japan, <=50K
17, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Hong, <=50K
25, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Columbia, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Haiti, >50K
35, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
37, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, Columbia, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, Laos, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Peru, >50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Nicaragua, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,60, Cuba, <=50K
46, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,80, Guatemala, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, >50K
56, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Portugal, >50K
33, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Mexico, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, El-Salvador, >50K
27, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, Cuba, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
31, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, El-Salvador, >50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Japan, <=50K
66, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,15, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Japan, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Japan, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4653,0,50, El-Salvador, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Japan, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, Puerto-Rico, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,7, Thailand, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,37, Guatemala, >50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, India, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,80, South, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
55, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, Portugal, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Laos, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, India, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,28, England, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Germany, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,42, Mexico, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
63, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
46, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,60, Guatemala, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
31, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Greece, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,20, Philippines, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Cambodia, >50K
35, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
45, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, South, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, France, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, South, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Yugoslavia, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1667,45, China, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
59, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Taiwan, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1854,75, Hungary, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,30, Columbia, <=50K
29, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,40, Germany, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,10, Thailand, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Canada, >50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, England, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, El-Salvador, <=50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,2213,60, England, <=50K
33, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
53, Self-emp-not-inc, Prof-school, Widowed, Prof-specialty, Wife, White, Male,99999,0,50, Ireland, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, Trinadad&Tobago, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
32, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Male,0,0,45, Thailand, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Poland, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, <=50K
34, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Columbia, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
32, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ireland, >50K
48, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,50, England, <=50K
35, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Peru, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
28, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Canada, <=50K
24, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, India, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Germany, >50K
51, Private, Doctorate, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Mexico, >50K
52, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, Guatemala, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
24, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
25, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,40, Peru, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Scotland, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Haiti, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,9338,0,50, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, France, <=50K
34, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Germany, <=50K
23, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Laos, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,6649,0,60, Laos, <=50K
