43, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Honduras, >50K
32, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
70, Private, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,5, Haiti, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,38, United-States, >50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Nicaragua, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
58, Private, Some-college, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,56, Poland, >50K
30, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,2174,0,18, United-States, <=50K
64, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Female,2877,0,40, Jamaica, <=50K
27, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
35, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Black, Female,3325,0,45, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,27, Hungary, >50K
21, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, Germany, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
63, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,25, El-Salvador, <=50K
53, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
65, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,2199,0,45, United-States, >50K
39, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, France, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Poland, >50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,60, India, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
48, Private, Bachelors, Divorced, Tech-support, Unmarried, Other, Female,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
50, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,5406,0,40, Ecuador, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Mexico, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, Thailand, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
48, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,6614,0,54, Japan, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, England, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Germany, >50K
38, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, >50K
60, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,23, Ireland, >50K
40, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, Jamaica, >50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Portugal, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,54, France, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
37, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Jamaica, >50K
54, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Yugoslavia, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,16, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
56, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
23, Local-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Thailand, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
67, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
40, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,48, Jamaica, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, United-States, >50K
50, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2954,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, China, <=50K
25, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,22, Cambodia, <=50K
50, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,43, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,53, Puerto-Rico, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Dominican-Republic, >50K
48, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Italy, <=50K
50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, France, >50K
40, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,50, Philippines, >50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
47, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,65, Mexico, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
25, State-gov, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,40, South, <=50K
35, State-gov, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, France, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,98, Outlying-US(Guam-USVI-etc), >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Hungary, >50K
19, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Columbia, <=50K
36, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
