38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, Doctorate, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,2216,40, United-States, >50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
36, State-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5013,0,99, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
34, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,5079,0,40, United-States, <=50K
45, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,8466,0,45, United-States, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,39, United-States, <=50K
37, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,13822,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, Nicaragua, >50K
62, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Mexico, <=50K
44, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,1599,54, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
31, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
27, Private, 9th, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
76, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1606,50, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,8, United-States, <=50K
33, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,27, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, State-gov, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,7298,0,8, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,15, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,27, Haiti, <=50K
41, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,1686,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,1902,40, United-States, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
37, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
28, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,25, Cuba, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,5178,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Wife, White, Female,5164,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, State-gov, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, State-gov, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,38, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Masters, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,80, United-States, <=50K
30, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
72, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2428,84, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
