47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
41, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
30, Self-emp-inc, Masters, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,10520,0,50, United-States, >50K
58, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,78, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
50, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,27609,0,60, Mexico, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
74, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,2174,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
40, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, South, <=50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,37, Jamaica, <=50K
23, Local-gov, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,32, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,63, Hong, <=50K
37, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, India, >50K
30, Private, Masters, Separated, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, United-States, >50K
76, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
19, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,27, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,60, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, England, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Peru, <=50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,5178,0,40, Cuba, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,14, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,30, Hungary, <=50K
73, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Hong, <=50K
24, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Guatemala, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
38, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
69, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
73, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,27, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
63, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
53, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
44, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,26, Iran, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Other, Male,0,0,40, France, <=50K
49, Private, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, >50K
28, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
35, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, Portugal, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Mexico, >50K
21, Self-emp-not-inc, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,32, Poland, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
55, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
31, Local-gov, 7th-8th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,2668,0,40, United-States, <=50K
58, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,2138,0,40, United-States, >50K
47, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,19, Yugoslavia, <=50K
25, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, <=50K
37, Local-gov, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Portugal, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, China, <=50K
42, Local-gov, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,40, Italy, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Taiwan, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Poland, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, South, <=50K
39, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Columbia, >50K
24, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
43, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,45, Cambodia, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, Ecuador, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, Japan, >50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
66, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, England, >50K
46, Private, Doctorate, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1765,60, Columbia, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Italy, <=50K
21, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
36, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
41, State-gov, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,7687,0,40, United-States, >50K
42, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
64, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,6713,0,40, United-States, <=50K
44, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
54, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
25, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Mexico, <=50K
58, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Iran, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,36, United-States, >50K
42, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
62, State-gov, 11th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,45, Scotland, >50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
