50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,2, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Widowed, Transport-moving, Not-in-family, Black, Male,0,1676,35, China, <=50K
40, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
22, Private, 1st-4th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,1902,99, United-States, >50K
28, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-spouse-absent, Tech-support, Not-in-family, White, Female,0,0,40, Philippines, <=50K
50, Self-emp-not-inc, Masters, Widowed, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,47, United-States, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Puerto-Rico, >50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1810,20, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
76, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, Masters, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,64, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,29, France, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,70, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, South, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
59, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,15024,0,60, United-States, >50K
61, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Italy, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,5250,0,40, United-States, >50K
71, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
74, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Female,0,0,23, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
47, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Portugal, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Mexico, <=50K
23, Private, 5th-6th, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, >50K
55, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4780,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5102,0,50, United-States, <=50K
31, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
43, State-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
71, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,29, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,2362,0,20, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4364,0,38, United-States, >50K
46, State-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
67, Self-emp-not-inc, 9th, Widowed, Protective-serv, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
50, Self-emp-inc, Prof-school, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,15, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,2633,0,40, United-States, >50K
45, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,29, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
62, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, China, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Iran, <=50K
40, Private, Prof-school, Never-married, Handlers-cleaners, Husband, White, Male,0,1673,50, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,73, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,3094,0,40, Scotland, >50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, >50K
67, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,72, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,4386,0,20, United-States, <=50K
39, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,54, United-States, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
31, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,29, United-States, >50K
52, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,37, United-States, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,29, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
31, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,84, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3788,0,40, United-States, >50K
