25, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
52, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
28, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, Peru, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
43, Local-gov, Some-college, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,40, Scotland, <=50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, >50K
21, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,10, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, <=50K
58, Self-emp-not-inc, Masters, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,80, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,2207,0,40, India, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Haiti, >50K
23, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Male,0,0,30, United-States, <=50K
47, Local-gov, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,99999,0,54, United-States, >50K
49, Private, 5th-6th, Divorced, Other-service, Unmarried, Other, Female,0,0,16, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, United-States, >50K
52, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,7, United-States, >50K
50, Self-emp-not-inc, Preschool, Never-married, Prof-specialty, Unmarried, White, Female,14344,0,30, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Male,0,0,50, Germany, <=50K
40, Private, HS-grad, Married-civ-spouse, Armed-Forces, Wife, White, Male,0,0,50, South, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, Other, Female,0,0,50, Cuba, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
79, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, India, >50K
43, Private, Bachelors, Divorced, Tech-support, Unmarried, Black, Female,0,0,30, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
19, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Germany, <=50K
27, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,1573,40, Philippines, <=50K
46, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1887,45, United-States, >50K
40, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, 9th, Never-married, Prof-specialty, Own-child, White, Male,3131,0,40, Nicaragua, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2105,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,90, United-States, >50K
35, Private, Preschool, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Greece, <=50K
26, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,38, United-States, <=50K
21, Private, Preschool, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,1720,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,48, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,16, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
57, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Haiti, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1411,40, Thailand, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4794,0,50, United-States, >50K
29, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Laos, <=50K
27, Federal-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
50, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,2363,20, Taiwan, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,50, China, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
51, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ecuador, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
40, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
67, State-gov, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,0,0,20, China, <=50K
23, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,50, Cambodia, <=50K
33, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, Scotland, <=50K
34, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, Ecuador, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Japan, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,3905,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, France, <=50K
41, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,35, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
33, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Cuba, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Scotland, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Mexico, >50K
33, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,37, Mexico, <=50K
28, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,4072,0,45, Trinadad&Tobago, <=50K
17, State-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Separated, Transport-moving, Wife, White, Male,0,0,12, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
90, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,6539,0,50, United-States, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Peru, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
60, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Male,0,0,46, India, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2374,60, Columbia, <=50K
49, State-gov, 10th, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,3004,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, South, <=50K
