27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,3, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Other, Male,7687,0,50, Cuba, >50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, >50K
62, Private, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,29, United-States, <=50K
19, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
64, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,13, Ireland, <=50K
35, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,7687,0,40, England, >50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
64, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
50, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,45, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Laos, <=50K
75, Self-emp-not-inc, Some-college, Widowed, Tech-support, Wife, White, Female,0,0,20, Honduras, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1979,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
24, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,51, Laos, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1888,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,29, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,29, Philippines, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,2410,54, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
60, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4980,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Philippines, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Poland, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
26, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
53, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, United-States, >50K
53, State-gov, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
75, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Dominican-Republic, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,48, Guatemala, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,99999,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,43, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,47, El-Salvador, <=50K
47, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,3114,0,29, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Canada, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,2397,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,22, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
43, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,20, Mexico, <=50K
22, Private, Bachelors, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
53, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
52, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
40, State-gov, HS-grad, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,29, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2412,40, United-States, >50K
50, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Mexico, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
40, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,48, Germany, <=50K
44, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,29, United-States, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
