35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,97, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1902,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,46, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Sales, Unmarried, Black, Male,0,0,40, England, <=50K
21, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,15, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
41, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, White, Female,0,0,15, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Preschool, Separated, Sales, Husband, White, Male,0,0,65, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,2644,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
46, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Preschool, Married-civ-spouse, Prof-specialty, Husband, White, Male,3122,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Female,2204,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, Ireland, <=50K
18, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Mexico, <=50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, United-States, <=50K
49, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
38, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,5178,0,45, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,65, United-States, >50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
57, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,46, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
58, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,4816,0,40, United-States, <=50K
67, Self-emp-not-inc, 7th-8th, Widowed, Sales, Husband, White, Male,0,0,17, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,54, United-States, <=50K
28, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,6520,0,50, United-States, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,59, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,80, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
65, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,23, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
36, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
46, Private, Prof-school, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
64, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1805,45, Taiwan, >50K
31, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,80, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,30, South, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,10, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1905,40, Mexico, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,2011,60, United-States, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov, Masters, Separated, Prof-specialty, Wife, White, Male,99999,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
57, Local-gov, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
48, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, >50K
30, Private, 5th-6th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Iran, <=50K
24, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,32, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,42, United-States, >50K
