25, Private, Bachelors, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Vietnam, >50K
37, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,25, France, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, Peru, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,42, Japan, >50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, Ireland, >50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, India, <=50K
20, Local-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Italy, <=50K
30, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,30, El-Salvador, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
49, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
53, Local-gov, Bachelors, Separated, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
29, Private, Some-college, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,40, Poland, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,67, Germany, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Vietnam, <=50K
31, Private, Masters, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
47, Private, Some-college, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
35, Private, Assoc-voc, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
44, Local-gov, Some-college, Never-married, Sales, Husband, Black, Male,0,0,40, Haiti, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,60, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,24, Yugoslavia, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, >50K
21, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,8, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
58, Self-emp-not-inc, Masters, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,72, Italy, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,3816,0,40, El-Salvador, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, Dominican-Republic, >50K
23, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,25, Iran, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,99999,0,50, Nicaragua, >50K
50, Private, 5th-6th, Divorced, Other-service, Unmarried, Black, Female,0,0,13, Laos, <=50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
52, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,4, Poland, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,14344,0,24, Columbia, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,27, Jamaica, <=50K
41, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, Cuba, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Haiti, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
81, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
44, Private, Bachelors, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Yugoslavia, >50K
19, Private, Assoc-voc, Never-married, Other-service, Other-relative, Black, Male,0,0,50, Cuba, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,32, China, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,1620,40, Germany, <=50K
46, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Hong, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1894,45, Trinadad&Tobago, >50K
40, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,44, United-States, >50K
23, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,3411,0,40, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2183,40, Scotland, >50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,6649,0,84, Trinadad&Tobago, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Philippines, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Iran, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cuba, <=50K
26, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hungary, <=50K
33, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, <=50K
56, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,42, Portugal, <=50K
34, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, South, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, England, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, Scotland, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,1598,40, Italy, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,30, Hong, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,15, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Poland, <=50K
58, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
57, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, France, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Hungary, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,7298,0,48, United-States, >50K
29, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Philippines, <=50K
41, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, France, <=50K
27, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Peru, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
19, Private, Masters, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Portugal, >50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
51, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,2357,20, Haiti, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Portugal, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,1926,50, Cambodia, <=50K
23, Private, Masters, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, France, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Peru, <=50K
64, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,0,25, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Hungary, >50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, China, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Taiwan, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Hong, <=50K
68, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,15, Canada, <=50K
23, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
35, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,50, Cambodia, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,82, Guatemala, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,32, China, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, England, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,25, United-States, >50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,5178,0,40, Italy, <=50K
23, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
41, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,32, Guatemala, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,32, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Canada, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,22, Germany, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
33, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,35, Germany, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,6470,0,40, Hong, <=50K
17, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, Other, Male,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,1358,0,40, Japan, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,10, South, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Italy, <=50K
90, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Peru, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,32, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Mexico, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,7298,0,48, Peru, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Taiwan, >50K
51, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,65, United-States, <=50K
60, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,45, Ecuador, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,25, Japan, <=50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2404,60, Canada, <=50K
49, State-gov, 10th, Separated, Exec-managerial, Not-in-family, White, Male,0,0,30, Japan, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,4079,0,40, Puerto-Rico, >50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Honduras, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Hungary, <=50K
