19, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,54, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, Guatemala, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,7002,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
39, Local-gov, 7th-8th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Assoc-voc, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,44, United-States, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
40, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Local-gov, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
70, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2010,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,13, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, Mexico, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,12, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,2196,45, United-States, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,37, Scotland, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,4703,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,84, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
53, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, Doctorate, Widowed, Prof-specialty, Husband, White, Male,0,0,16, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,7298,0,30, United-States, <=50K
29, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
75, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23, State-gov, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,32, Vietnam, <=50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,25, United-States, <=50K
41, Local-gov, Prof-school, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
64, Local-gov, Masters, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, United-States, >50K
49, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,3921,0,50, United-States, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
75, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,10, Haiti, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Cuba, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Nicaragua, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,41, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Separated, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
48, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,4812,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,83, United-States, <=50K
50, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,65, United-States, <=50K
61, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
23, Self-emp-not-inc, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,1670,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,6, United-States, <=50K
